taxid	lineage	name	rank	3811	3812	3821	3822	4A11	4A12	4A21	4A22	4G11	4G12	4G21	4G22	4L11	4L21	4L22	7A11	7A12	7A21	7A22	7G11	7G12	7G21	7G22	7L12	7L21	7L22	A101	A102	A201	A202	G101	G102	G201	G202	HA11	HA12	HA21	HA22	HG11	HG12	HG21	HG22	HL11	HL12	HL21	HL22	L101	L102	L201	L202	PA11	PA12	PA21	PA22	PG11	PG12	PG21	PG22	PL11	PL12	PL21	PL22	TA11	TA12	TA21	TA22	TG11	TG12	TG21	TG22	TL11	TL12	TL21	TL22	XA01	XA02	XA03	XA04	XA05	XA06	XA11	XA12	XA21	XA22	XB01	XB02	XB03	XB04	XB05	XB06	XG11	XG12	XG21	XG22	XL11	XL12	XL21	XL22	YA01	YA02	YA03	YA04	YB01	YB02	YB03
1321	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Nitrosomonadales;order;Nitrosomonadaceae;family;	Nitrosomonadaceae	family	46	11	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	4	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	6	7	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	4	1	0	0	0	0	1	0	0	0	0	0	0	0
1324	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Nitrosomonadales;order;Nitrosomonadaceae;family;Nitrosospira;genus;	Nitrosospira	genus	46	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0
1323	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Nitrosomonadales;order;Nitrosomonadaceae;family;Nitrosomonas;genus;	Nitrosomonas	genus	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	6	7	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3519	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Nitrosomonadales;order;Sterolibacteriaceae;family;	Sterolibacteriaceae	family	19	56	38	29	0	0	51	74	0	12	388	213	0	0	2	13	8	6	24	25	21	294	309	0	3	9	0	139	22	17	26	11	391	398	8	2	26	23	6	5	270	251	65	0	0	3	0	0	4	11	82	79	84	77	2	4	96	145	0	0	1	3	29	9	75	81	35	85	321	275	0	1	3	5	436	0	13	33	0	0	0	0	20	12	383	0	7	0	12	0	10	28	408	360	0	0	0	1	832	44	12	4	859	30	6
-3520	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Nitrosomonadales;order;Sterolibacteriaceae;family;unclassified_Sterolibacteriaceae;;	unclassified_Sterolibacteriaceae		19	30	11	12	0	0	32	53	0	0	22	8	0	0	0	0	0	2	10	0	1	20	14	0	1	0	0	3	15	13	1	0	14	22	0	2	14	7	1	0	3	9	4	0	0	0	0	0	0	3	22	16	30	31	0	0	2	2	0	0	0	0	8	9	59	53	7	9	5	9	0	1	0	0	25	0	4	1	0	0	0	0	7	3	19	0	2	0	0	0	1	5	18	16	0	0	0	0	29	3	4	2	33	5	4
3029	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Nitrosomonadales;order;Sterolibacteriaceae;family;Sulfurisoma;genus;	Sulfurisoma	genus	0	26	27	17	0	0	19	21	0	12	361	205	0	0	0	0	1	4	14	7	14	268	285	0	0	0	0	136	6	4	25	11	367	366	0	0	8	14	5	5	260	237	61	0	0	0	0	0	2	6	57	63	50	45	2	2	87	137	0	0	0	0	21	0	15	24	28	76	313	258	0	0	1	0	404	0	9	32	0	0	0	0	13	8	352	0	5	0	12	0	9	23	388	342	0	0	0	0	800	38	8	0	819	19	2
1341	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Nitrosomonadales;order;Sterolibacteriaceae;family;Methyloversatilis;genus;	Methyloversatilis	genus	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	13	7	0	0	18	6	5	10	0	2	0	0	0	1	0	0	0	10	9	8	0	4	2	0	0	5	4	0	0	0	0	0	0	0	0	3	0	4	1	0	2	1	1	0	0	0	3	0	0	1	4	0	0	2	4	0	0	0	0	6	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	2	0	0	0	0	0	3	3	0	0	7	6	0
1348	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Nitrosomonadales;order;Sterolibacteriaceae;family;Sulfuritalea;genus;	Sulfuritalea	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	3	0	0	2	2	0	0	0	0	0	0	6	5	0	0	1	0	0	0	0	0	0	0	1	3	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	2	0	0	0
1347	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Nitrosomonadales;order;Sterolibacteriaceae;family;Sterolibacterium;genus;	Sterolibacterium	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3517	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Nitrosomonadales;order;Thiobacillaceae;family;	Thiobacillaceae	family	45	14	11	23	0	0	0	1	0	0	3	1	23	15	0	0	0	0	0	0	2	4	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	6	0	0	0	0	0	0	0	0	2	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	0	0	0	0	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	3	5	27	0	0	0	3	6	0	0	2	7	0
1278	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Nitrosomonadales;order;Thiobacillaceae;family;Thiobacillus;genus;	Thiobacillus	genus	45	14	11	23	0	0	0	1	0	0	3	1	23	15	0	0	0	0	0	0	2	4	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	6	0	0	0	0	0	0	0	0	2	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	0	0	0	0	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	3	5	27	0	0	0	3	6	0	0	2	7	0
1280	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Nitrosomonadales;order;Methylophilaceae;family;	Methylophilaceae	family	15	0	0	0	0	0	0	0	0	0	9	4	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	7	5	0	0	0	0	0	0	1	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	1	0	0	0	0	0	2	0	0	0	2	0	0
1282	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Nitrosomonadales;order;Methylophilaceae;family;Methylophilus;genus;	Methylophilus	genus	15	0	0	0	0	0	0	0	0	0	9	4	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	2	0	0
-1281	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Nitrosomonadales;order;Methylophilaceae;family;unclassified_Methylophilaceae;;	unclassified_Methylophilaceae		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
-1319	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Nitrosomonadales;order;unclassified_Nitrosomonadales;;	unclassified_Nitrosomonadales		64	76	117	90	0	0	83	158	0	0	20	9	0	0	30	0	0	11	29	0	5	17	19	0	14	19	0	0	40	40	11	1	16	8	4	10	28	42	7	0	7	7	2	0	0	7	0	0	18	6	55	74	98	115	0	0	1	0	0	28	3	3	7	30	209	181	12	19	7	15	0	1	9	10	45	0	29	0	20	0	0	0	12	16	21	0	14	0	12	0	3	1	15	22	0	0	7	13	20	0	5	10	30	9	8
1176	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;	Burkholderiales	order	71	177	85	106	1533	156	102	110	0	31	107	41	191	126	89	702	279	216	201	459	500	456	390	437	642	679	111	2	53	45	20	25	66	63	75	37	114	110	2	7	90	83	86	41	2029	813	22	65	1035	1032	111	54	56	58	75	57	834	824	231	156	2966	3009	81	58	172	150	49	97	200	210	134	121	366	342	366	79	220	111	1457	710	155	91	28	41	363	75	180	19	1420	486	14	31	120	111	119	102	632	714	127	17	58	760	112	17	57
1240	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Oxalobacteraceae;family;	Oxalobacteraceae	family	44	0	34	38	1327	1	10	5	0	0	18	11	75	13	19	24	0	0	0	13	18	24	25	0	24	17	111	0	0	0	4	0	4	6	0	14	0	0	0	0	17	15	12	0	5	66	0	3	45	91	3	4	2	0	7	6	139	137	0	6	1082	1031	0	0	0	0	0	0	14	21	9	39	22	16	117	79	45	110	65	41	82	79	0	1	122	0	32	19	73	40	7	6	17	24	9	23	59	48	12	0	2	22	8	1	2
1243	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Oxalobacteraceae;family;Herbaspirillum;genus;	Herbaspirillum	genus	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1245	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Oxalobacteraceae;family;Janthinobacterium;genus;	Janthinobacterium	genus	28	0	34	38	0	0	1	5	0	0	4	0	0	0	0	0	0	0	0	0	0	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	40	0	0	0	0	0	0	11	22	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0
-1241	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Oxalobacteraceae;family;unclassified_Oxalobacteraceae;;	unclassified_Oxalobacteraceae		2	0	0	0	4	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	1	0	3	0	1	0	0	0	0	2	0	6	2	0	0	2	1	0	0	0	0	0	0	2	1	9	0	0	1	5	0	1	2	0	0	6	0	0	1	3	0	2	0	2	0	1	0	0	0	9	0	0	0	0	0	1	2	1	0	2
1246	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Oxalobacteraceae;family;Massilia;genus;	Massilia	genus	0	0	0	0	1318	1	3	0	0	0	9	6	75	13	19	0	0	0	0	0	1	7	10	0	15	8	108	0	0	0	4	0	3	2	0	14	0	0	0	0	6	4	12	0	5	64	0	0	26	39	3	4	1	0	0	0	3	1	0	0	34	26	0	0	0	0	0	0	2	9	0	20	13	14	2	0	4	108	16	0	11	25	0	0	8	0	8	19	12	40	1	5	9	4	0	23	54	34	4	0	1	11	5	1	0
2958	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Oxalobacteraceae;family;Noviherbaspirillum;genus;	Noviherbaspirillum	genus	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1251	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Oxalobacteraceae;family;Undibacterium;genus;	Undibacterium	genus	0	0	0	0	0	0	0	0	0	0	4	5	0	0	0	24	0	0	0	9	0	10	11	0	9	9	0	0	0	0	0	0	1	4	0	0	0	0	0	0	9	8	0	0	0	1	0	0	4	11	0	0	1	0	5	6	119	112	0	6	1046	1004	0	0	0	0	0	0	10	11	0	0	9	1	110	79	0	0	34	0	0	0	0	0	111	0	0	0	17	0	5	1	8	18	0	0	5	14	7	0	0	7	2	0	0
1242	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Oxalobacteraceae;family;Duganella;genus;	Duganella	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	15	41	26	54	0	0	0	0	22	0	31	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
1206	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Comamonadaceae;family;	Comamonadaceae	family	27	102	49	67	143	123	77	102	0	31	65	24	111	90	65	623	279	214	196	379	443	394	345	437	554	579	0	1	44	43	16	25	54	51	47	20	108	101	1	5	54	52	61	40	1972	393	0	2	559	495	90	49	51	57	68	44	689	679	231	150	1712	1835	71	58	167	150	37	57	178	172	64	46	257	228	242	0	163	0	1030	163	59	12	25	37	234	1	135	0	1005	141	5	25	63	58	110	75	314	361	105	15	51	458	86	16	49
-1207	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Comamonadaceae;family;unclassified_Comamonadaceae;;	unclassified_Comamonadaceae		27	101	14	23	135	116	66	76	0	28	56	24	92	26	11	55	100	34	35	77	91	88	70	94	67	34	0	0	34	32	14	18	53	47	36	20	100	85	1	5	38	37	52	39	44	32	0	0	112	109	89	42	45	53	59	37	501	473	230	21	1340	1492	70	58	156	138	28	38	116	94	41	0	46	34	239	0	154	0	850	162	53	0	15	18	225	0	124	0	896	120	1	17	45	44	99	65	47	49	86	15	46	128	73	11	37
1237	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Comamonadaceae;family;Variovorax;genus;	Variovorax	genus	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1256	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Comamonadaceae;family;Aquabacterium;genus;	Aquabacterium	genus	0	0	33	43	2	0	1	0	0	0	1	0	0	0	0	486	89	159	141	205	236	249	207	343	310	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	1	0	4	0	0	0	0	0	8	10	0	0	0	0	0	0	0	0	0
1235	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Comamonadaceae;family;Simplicispira;genus;	Simplicispira	genus	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
1219	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Comamonadaceae;family;Hydrogenophaga;genus;	Hydrogenophaga	genus	0	0	1	0	0	0	4	16	0	0	5	0	0	64	54	44	33	6	7	15	60	4	2	0	98	183	0	1	9	9	0	0	1	4	0	0	2	6	0	0	16	15	0	0	18	359	0	0	439	382	0	3	5	3	9	7	185	201	0	0	367	339	0	0	1	3	0	19	58	78	23	41	211	191	1	0	1	0	93	0	0	0	9	16	6	0	6	0	36	0	1	6	12	11	0	0	265	309	16	0	4	325	13	5	7
1207	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Comamonadaceae;family;Acidovorax;genus;	Acidovorax	genus	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	6	0	0	0	0	0	0	0	34	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
1231	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Comamonadaceae;family;Ramlibacter;genus;	Ramlibacter	genus	0	0	0	0	6	7	0	0	0	0	1	0	19	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	15	0	0	0	0	0	0	0	0	0	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1216	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Comamonadaceae;family;Delftia;genus;	Delftia	genus	0	0	0	0	0	0	6	10	0	0	0	0	0	0	0	0	42	15	12	73	47	52	64	0	78	51	0	0	1	1	0	0	0	0	9	0	3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	1	1	0	0	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1227	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Comamonadaceae;family;Pelomonas;genus;	Pelomonas	genus	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	38	15	0	0	8	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9	0	0	0	0	0	0	0	2	0	0	0	14	0	0	12	0	0	0	0	2	0	12	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0
1228	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Comamonadaceae;family;Polaromonas;genus;	Polaromonas	genus	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	17	0	0	0	0	0	1	1	0	0	9	0	3	2	0	0	0	0	2	3	0	0	0	2	0	0	0
1215	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Comamonadaceae;family;Curvibacter;genus;	Curvibacter	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1214	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Comamonadaceae;family;Comamonas;genus;	Comamonas	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9	0	1910	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
1232	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Comamonadaceae;family;Rhodoferax;genus;	Rhodoferax	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	2	3	0	0	0	0	2	0	0	0	0	0	0
1264	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Comamonadaceae;family;Piscinibacter;genus;	Piscinibacter	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1782	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Comamonadaceae;family;Rhizobacter;genus;	Rhizobacter	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1268	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Comamonadaceae;family;Tepidimonas;genus;	Tepidimonas	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1234	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Comamonadaceae;family;Schlegelella;genus;	Schlegelella	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
1230	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Comamonadaceae;family;Pseudorhodoferax;genus;	Pseudorhodoferax	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
1177	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Alcaligenaceae;family;	Alcaligenaceae	family	0	53	1	1	0	28	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	8	29	0	0	3	1	2	0	0	3	0	1	0	0	1	0	3	0	0	0	0	40	0	0	40	21	0	0	0	0	0	0	22	0	14	0	1	2	0	0	3	0	6	17	2	0	1	1	0	0	0	0	2	0	5	1	0	0	5
1178	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Alcaligenaceae;family;Achromobacter;genus;	Achromobacter	genus	0	48	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	3	1	1	0	0	3	0	1	0	0	0	0	3	0	0	0	0	38	0	0	40	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
