accession,length,ZC
IPI00329467,412,-0.2185
IPI00375475,452,-0.1635
IPI00419200,475,-0.1803
IPI00429176,454,-0.1517
IPI00456931,376,-0.1758
IPI00470817,529,-0.1735
IPI00641918,465,-0.1997
IPI00746413,517,-0.2053
IPI00747264,479,-0.1683
IPI00789453,505,-0.1695
IPI00795343,457,-0.1744
IPI00877142,482,-0.1971
IPI00032465,737,-0.1299
IPI00032466,427,-0.2288
IPI00103430,1315,-0.1444
IPI00218812,561,-0.1576
IPI00398421,1135,-0.161
IPI00410169,1240,-0.1385
IPI00643301,1149,-0.1944
IPI00784232,848,-0.0823
IPI00025477,2340,-0.1365
IPI00028915,2353,-0.1248
IPI00216095,2257,-0.1704
IPI00216354,2181,-0.1479
IPI00299037,2377,-0.1358
IPI00299240,1873,-0.2085
IPI00382665,2229,-0.1377
IPI00465135,1977,-0.1675
IPI00472283,2313,-0.1391
IPI00848279,2512,-0.0987
IPI00000058,360,-0.16
IPI00002524,436,-0.1102
IPI00007612,391,-0.2003
IPI00007614,427,-0.1439
IPI00007626,445,-0.1499
IPI00007627,423,-0.1631
IPI00010176,501,-0.1751
IPI00014915,453,-0.1575
IPI00020003,424,-0.1828
IPI00020273,379,-0.2077
IPI00064771,375,-0.2137
IPI00291902,390,-0.2038
IPI00294849,393,-0.1219
IPI00298865,419,-0.151
IPI00450699,433,-0.124
IPI00006515,994,-0.1466
IPI00007507,647,-0.1181
IPI00012857,872,-0.1424
IPI00015931,529,-0.1442
IPI00017522,1017,-0.1452
IPI00020329,477,-0.1802
IPI00020502,676,-0.1855
IPI00023658,511,-0.1709
IPI00024330,911,-0.1061
IPI00028134,499,-0.1735
IPI00029662,1159,-0.1305
IPI00032434,513,-0.1563
IPI00033019,858,-0.1391
IPI00098591,989,-0.1568
IPI00100431,494,-0.1873
IPI00102065,526,-0.1272
IPI00152048,436,-0.1643
IPI00152565,519,-0.1805
IPI00152566,545,-0.1162
IPI00164159,500,-0.1828
IPI00170531,456,-0.2062
IPI00171491,988,-0.1735
IPI00217447,575,-0.1342
IPI00221277,951,-0.1406
IPI00221367,638,-0.1559
IPI00289965,757,-0.1363
IPI00293679,695,-0.1484
IPI00299946,1196,-0.1272
IPI00304363,491,-0.1607
IPI00304582,653,-0.0912
IPI00304594,613,-0.1434
IPI00306756,635,-0.1262
IPI00306984,1107,-0.1545
IPI00329502,1083,-0.1358
IPI00383327,655,-0.1501
IPI00386577,880,-0.1329
IPI00744166,630,-0.1261
IPI00786999,481,-0.148
IPI00879694,585,-0.1431
IPI00883851,495,-0.167
IPI00031545,2701,-0.1537
IPI00218501,4975,-0.1416
IPI00291607,2671,-0.1549
IPI00329784,4870,-0.1506
IPI00333753,2758,-0.1401
IPI00783826,5038,-0.1245
IPI00008522,1956,-0.1968
IPI00018934,2009,-0.1974
IPI00218522,2000,-0.2022
IPI00292393,1836,-0.2097
IPI00296063,1791,-0.2263
IPI00300117,1682,-0.2543
IPI00305036,2005,-0.205
IPI00337744,1991,-0.2026
IPI00377006,2016,-0.183
IPI00479414,1989,-0.2054
IPI00007836,973,-0.1632
IPI00012081,793,-0.2012
IPI00013681,921,-0.1895
IPI00015963,1119,-0.1799
IPI00021443,624,-0.2269
IPI00030930,862,-0.1935
IPI00031683,931,-0.174
IPI00103744,805,-0.1671
IPI00152033,1104,-0.1835
IPI00152950,725,-0.188
IPI00168624,871,-0.1793
IPI00183666,764,-0.1886
IPI00290032,1865,-0.1671
IPI00299040,968,-0.1075
IPI00302133,729,-0.1869
IPI00328399,1732,-0.1513
IPI00329503,1165,-0.171
IPI00374008,566,-0.2092
IPI00385124,1603,-0.1654
IPI00442997,553,-0.2134
IPI00452161,580,-0.1869
IPI00514629,2026,-0.1511
IPI00555580,791,-0.1987
IPI00643379,982,-0.182
IPI00744280,850,-0.1811
IPI00871539,1553,-0.1651
IPI00872113,1239,-0.1546
IPI00004933,430,-0.1411
IPI00007134,330,-0.1959
IPI00010476,336,-0.2123
IPI00014792,374,-0.1673
IPI00023110,394,-0.1379
IPI00028268,426,-0.2431
IPI00029507,499,-0.177
IPI00031756,313,-0.2279
IPI00032486,307,-0.244
IPI00171921,408,-0.1364
IPI00217521,543,-0.1708
IPI00221147,342,-0.172
IPI00375859,384,-0.2574
IPI00414796,419,-0.1779
IPI00844272,322,-0.1986
IPI00164366,888,-0.2122
IPI00169371,752,-0.2475
IPI00256795,398,-0.2303
IPI00302313,780,-0.0347
IPI00398709,472,-0.1881
IPI00893759,534,-0.2327
IPI00023164,1203,-0.1184
IPI00031506,890,-0.1356
IPI00163724,774,-0.1679
IPI00216905,575,-0.1763
IPI00218428,759,-0.1861
IPI00218946,889,-0.1379
IPI00297656,1251,-0.1281
IPI00399234,664,-0.1737
IPI00442261,698,-0.162
IPI00746960,809,-0.1701
IPI00019983,233,-0.0623
IPI00020961,239,-0.1096
IPI00023787,193,-0.0946
IPI00030356,350,-0.1183
IPI00216614,204,-0.163
IPI00443773,192,-0.1707
IPI00166196,668,-0.1499
IPI00168902,473,-0.1743
IPI00171687,509,-0.1861
IPI00872669,621,-0.1684
IPI00013746,473,-0.2407
IPI00328883,423,-0.2034
IPI00413817,453,-0.2207
IPI00415008,518,-0.2205
IPI00643476,464,-0.2143
IPI00005846,486,-0.2158
IPI00410423,450,-0.1332
IPI00411628,498,-0.22
IPI00745161,459,-0.2594
IPI00847362,490,-0.2426
IPI00009368,322,-0.1836
IPI00043564,322,-0.2195
IPI00152426,340,-0.2213
IPI00412741,337,-0.2197
IPI00793874,325,-0.1936
IPI00003370,288,-0.103
IPI00009225,236,-0.1383
IPI00012028,302,-0.1826
IPI00013930,255,-0.1055
IPI00023149,325,-0.1203
IPI00029730,297,-0.1167
IPI00289876,261,-0.0884
IPI00293402,249,-0.124
IPI00336034,305,-0.1139
IPI00395768,289,-0.174
IPI00410675,288,-0.1011
IPI00513853,299,-0.1175
IPI00744834,355,-0.1603
IPI00012898,118,-0.1617
IPI00020887,220,-0.2038
IPI00030911,100,-0.1879
IPI00293756,116,-0.1649
IPI00299667,141,-0.1311
IPI00790248,118,-0.192
IPI00871693,100,-0.1514
IPI00880087,104,-0.1722
IPI00008935,395,-0.2647
IPI00020896,444,-0.2779
IPI00174859,650,-0.135
IPI00395979,459,-0.2615
IPI00399035,373,-0.3027
IPI00401270,462,-0.2609
IPI00410477,686,-0.146
IPI00552082,641,-0.171
IPI00552154,579,-0.1734
IPI00008616,1083,-0.1769
IPI00021057,1085,-0.1928
IPI00022649,1212,-0.1861
IPI00387077,914,-0.2143
IPI00443898,1099,-0.1908
IPI00465299,1150,-0.1886
IPI00646907,1030,-0.199
IPI00867607,743,-0.2125
IPI00877110,1139,-0.1618
IPI00220368,602,-0.2553
IPI00295774,650,-0.2388
IPI00892774,610,-0.2166
IPI00012842,780,-0.259
IPI00031036,764,-0.2653
IPI00032107,739,-0.2439
IPI00066333,970,-0.1865
IPI00107312,759,-0.2293
IPI00152632,663,-0.2528
IPI00168873,563,-0.2469
IPI00376216,701,-0.1961
IPI00410334,606,-0.2761
IPI00645872,887,-0.2176
IPI00853565,746,-0.2505
IPI00026015,525,-0.2285
IPI00376258,483,-0.3009
IPI00413420,476,-0.2797
IPI00419349,504,-0.2768
IPI00442132,511,-0.2728
IPI00019349,462,-0.265
IPI00094624,453,-0.2852
IPI00100002,547,-0.2694
IPI00102509,472,-0.294
IPI00167396,384,-0.2782
IPI00168340,561,-0.2429
IPI00186295,504,-0.2892
IPI00291835,496,-0.2253
IPI00384040,521,-0.2686
IPI00410034,506,-0.2906
IPI00443799,1119,-0.1089
IPI00871279,526,-0.2612
IPI00000234,983,-0.2129
IPI00004944,1118,-0.1754
IPI00218089,1137,-0.1977
IPI00328342,1214,-0.1926
IPI00383597,1241,-0.1616
IPI00401785,1259,-0.1708
IPI00410270,1094,-0.2085
IPI00647652,918,-0.208
IPI00737057,1093,-0.1949
IPI00791534,929,-0.2346
IPI00010866,669,-0.2811
IPI00024248,643,-0.2386
IPI00029180,580,-0.2649
IPI00031822,635,-0.2589
IPI00166969,610,-0.2425
IPI00218248,659,-0.2674
IPI00296311,718,-0.2539
IPI00299501,706,-0.2362
IPI00445932,742,-0.2656
IPI00647533,249,-0.2432
IPI00748751,698,-0.2284
IPI00760881,618,-0.2368
IPI00873252,612,-0.232
IPI00010474,501,-0.3196
IPI00011357,487,-0.316
IPI00017602,697,-0.2519
IPI00027728,629,-0.2578
IPI00152183,771,-0.2346
IPI00164782,523,-0.2658
IPI00291186,470,-0.3387
IPI00295698,619,-0.2802
IPI00296114,535,-0.2779
IPI00450984,221,-0.2533
IPI00549477,511,-0.2805
IPI00643866,507,-0.3042
IPI00644701,515,-0.2612
IPI00748296,635,-0.254
IPI00064799,338,-0.2572
IPI00141042,338,-0.2547
IPI00160418,412,-0.2557
IPI00167273,338,-0.2583
IPI00334736,338,-0.2551
IPI00742177,194,-0.2486
IPI00329480,360,-0.2618
IPI00394901,329,-0.2927
IPI00398054,466,-0.2567
IPI00470875,410,-0.2711
IPI00783575,406,-0.2856
IPI00829918,383,-0.2806
IPI00019254,396,-0.2683
IPI00020063,364,-0.2658
IPI00025114,359,-0.3113
IPI00027554,355,-0.2843
IPI00032873,354,-0.2662
IPI00062325,324,-0.2857
IPI00086503,350,-0.2078
IPI00099939,365,-0.3015
IPI00101952,410,-0.2392
IPI00103055,523,-0.2399
IPI00152951,401,-0.2861
IPI00167687,490,-0.2503
IPI00247490,416,-0.2242
IPI00293362,374,-0.305
IPI00299619,408,-0.271
IPI00299921,331,-0.3071
IPI00305218,424,-0.2271
IPI00400818,337,-0.3283
IPI00553189,367,-0.2953
IPI00746093,337,-0.3098
IPI00787765,525,-0.2154
IPI00873189,475,-0.2181
IPI00886905,562,-0.2048
IPI00031137,150,-0.2398
IPI00103940,455,-0.274
IPI00291042,506,-0.2395
IPI00307656,490,-0.2717
IPI00004279,708,-0.2286
IPI00009855,581,-0.221
IPI00328719,729,-0.2375
IPI00465259,633,-0.2224
IPI00000655,613,-0.1768
IPI00006183,487,-0.2538
IPI00006184,505,-0.232
IPI00024650,500,-0.2415
IPI00152879,515,-0.2745
IPI00171614,478,-0.2559
IPI00176364,471,-0.2494
IPI00177969,426,-0.2668
IPI00296004,504,-0.2007
IPI00375582,509,-0.2883
IPI00412702,486,-0.2516
IPI00418314,523,-0.2545
IPI00789599,488,-0.2239
IPI00807510,515,-0.2422
IPI00014076,498,-0.2759
IPI00023208,497,-0.2538
IPI00025331,560,-0.1898
IPI00065045,478,-0.2713
IPI00168611,589,-0.1862
IPI00395808,536,-0.2214
IPI00413481,436,-0.2063
IPI00477420,582,-0.1952
IPI00796747,467,-0.286
IPI00005423,525,-0.2564
IPI00016759,514,-0.2603
IPI00017623,581,-0.2019
IPI00074045,456,-0.2921
IPI00296258,518,-0.2568
IPI00301231,474,-0.2551
IPI00019278,496,-0.2607
IPI00031631,497,-0.2805
IPI00375452,591,-0.2106
IPI00003905,524,-0.271
IPI00024031,540,-0.2579
IPI00027281,509,-0.272
IPI00027452,501,-0.2969
IPI00044823,648,-0.1746
IPI00057815,524,-0.2507
IPI00152424,617,-0.2337
IPI00152505,520,-0.249
IPI00219424,541,-0.2374
IPI00292092,503,-0.2465
IPI00302242,477,-0.2685
IPI00744602,507,-0.2621
IPI00872343,496,-0.2588
IPI00872375,492,-0.27
IPI00003528,563,-0.2332
IPI00006296,563,-0.2056
IPI00006316,594,-0.2584
IPI00010527,548,-0.2117
IPI00017625,555,-0.2406
IPI00020542,550,-0.2431
IPI00102916,538,-0.211
IPI00163325,553,-0.2364
IPI00166694,322,-0.2146
IPI00166786,548,-0.2381
IPI00171334,551,-0.2668
IPI00217067,553,-0.2274
IPI00217982,547,-0.2362
IPI00219845,551,-0.2529
IPI00289507,554,-0.248
IPI00373862,504,-0.1875
IPI00410347,424,-0.2938
IPI00414651,577,-0.2175
IPI00419185,547,-0.2331
IPI00465437,557,-0.2501
IPI00470788,541,-0.2645
IPI00782953,492,-0.2912
IPI00783068,555,-0.2167
IPI00829886,581,-0.2455
IPI00868990,686,-0.2052
IPI00031456,456,-0.2789
IPI00550382,535,-0.245
IPI00641511,530,-0.2054
IPI00874017,488,-0.2414
IPI00179022,505,-0.221
IPI00217409,451,-0.2342
IPI00299057,533,-0.2258
IPI00301460,494,-0.2228
IPI00479732,560,-0.2093
IPI00743343,573,-0.252
IPI00847535,502,-0.1391
IPI00064353,553,-0.2396
IPI00297407,798,-0.1546
IPI00299427,530,-0.2129
IPI00740308,889,-0.1518
IPI00011465,475,-0.2665
IPI00043883,459,-0.2661
IPI00334280,463,-0.272
IPI00008254,670,-0.2383
IPI00008909,848,-0.1795
IPI00016553,709,-0.2112
IPI00022873,702,-0.2105
IPI00100858,722,-0.1813
IPI00295132,643,-0.2283
IPI00295376,691,-0.2092
IPI00296394,710,-0.1928
IPI00470538,724,-0.2011
IPI00552201,730,-0.1937
IPI00743263,719,-0.243
IPI00006631,683,-0.1751
IPI00173947,727,-0.161
IPI00644025,742,-0.1395
IPI00012486,573,-0.1983
IPI00217163,549,-0.1903
IPI00333141,512,-0.2135
IPI00003004,323,-0.2005
IPI00003389,301,-0.2108
IPI00007188,298,-0.1976
IPI00010420,315,-0.2097
IPI00011190,301,-0.2297
IPI00012690,299,-0.2536
IPI00014440,307,-0.2674
IPI00022202,362,-0.2169
IPI00022891,298,-0.1951
IPI00026573,309,-0.1545
IPI00026815,312,-0.1831
IPI00027763,332,-0.1897
IPI00027826,315,-0.1912
IPI00028068,320,-0.1735
IPI00031133,321,-0.1967
IPI00164191,304,-0.1908
IPI00175107,370,-0.1779
IPI00179034,291,-0.2031
IPI00184708,303,-0.1797
IPI00217277,296,-0.1699
IPI00219729,314,-0.2042
IPI00221084,353,-0.2503
IPI00290827,338,-0.2467
IPI00291467,298,-0.1991
IPI00294159,311,-0.1844
IPI00299306,307,-0.2126
IPI00300886,315,-0.2066
IPI00304666,304,-0.2336
IPI00328383,436,-0.174
IPI00337494,477,-0.1851
IPI00383871,323,-0.1861
IPI00386271,678,-0.1786
IPI00411392,469,-0.1785
IPI00465034,274,-0.1984
IPI00477527,314,-0.2148
IPI00640258,364,-0.0829
IPI00654813,300,-0.1839
IPI00746590,347,-0.0692
IPI00783847,318,-0.1866
IPI00787088,302,-0.2415
IPI00792313,444,-0.1428
IPI00798148,67,-0.1858
IPI00843805,289,-0.2402
IPI00868696,333,-0.1068
IPI00877136,359,-0.1985
IPI00883948,157,-0.1555
IPI00010766,564,-0.2378
IPI00015473,542,-0.2643
IPI00015475,524,-0.2823
IPI00015476,532,-0.2448
IPI00019472,541,-0.2553
IPI00298441,560,-0.2545
IPI00300020,574,-0.2562
IPI00001637,349,-0.3297
IPI00030208,348,-0.2937
IPI00157034,437,-0.2697
IPI00234679,377,-0.2302
IPI00401216,438,-0.3538
IPI00828068,358,-0.3473
IPI00894532,532,-0.2785
IPI00290432,550,-0.2557
IPI00795148,590,-0.2434
IPI00011981,592,-0.2885
IPI00018360,627,-0.2535
IPI00097548,595,-0.2973
IPI00103426,602,-0.2871
IPI00329445,568,-0.3052
IPI00177820,920,-0.2406
IPI00298337,445,-0.2354
IPI00009504,652,-0.2088
IPI00023035,679,-0.216
IPI00006195,1099,-0.1588
IPI00006444,661,-0.2375
IPI00010272,644,-0.1694
IPI00017232,584,-0.2639
IPI00168828,605,-0.2358
IPI00409687,500,-0.2534
IPI00013623,811,-0.1252
IPI00016827,690,-0.1982
IPI00024787,620,-0.186
IPI00412147,643,-0.171
IPI00442344,646,-0.1643
IPI00470637,619,-0.2249
IPI00005485,691,-0.2024
IPI00011289,649,-0.2353
IPI00014561,658,-0.2399
IPI00029268,685,-0.1088
IPI00554481,661,-0.1373
IPI00000012,496,-0.1655
IPI00152263,429,-0.1817
IPI00217394,369,-0.2278
IPI00293793,388,-0.1604
IPI00302605,376,-0.1717
IPI00433491,501,-0.2106
IPI00435932,372,-0.1832
IPI00465310,765,-0.2378
IPI00552548,568,-0.1602
IPI00784764,507,-0.148
IPI00006672,190,-0.1703
IPI00006673,199,-0.2322
IPI00006205,549,-0.2552
IPI00007910,690,-0.2619
IPI00031050,639,-0.258
IPI00166053,599,-0.2578
IPI00005148,309,-0.2283
IPI00008085,831,-0.0534
IPI00015689,647,-0.1684
IPI00020030,307,-0.203
IPI00021888,469,-0.0413
IPI00029337,411,-0.2323
IPI00034208,460,-0.2203
IPI00100585,324,-0.2906
IPI00298702,755,-0.0735
IPI00305715,371,-0.2293
IPI00439665,622,-0.1539
IPI00477112,342,-0.224
IPI00747708,540,-0.2002
IPI00791191,691,-0.1709
IPI00005547,571,-0.2262
IPI00030307,573,-0.2249
IPI00305733,507,-0.2819
IPI00550598,513,-0.2228
IPI00006978,458,-0.1856
IPI00008820,479,-0.2194
IPI00024094,409,-0.2478
IPI00465155,417,-0.2876
IPI00477211,493,-0.2127
IPI00168443,719,-0.2572
IPI00221393,657,-0.2723
IPI00293074,709,-0.2485
IPI00296714,653,-0.2314
IPI00641073,712,-0.2746
IPI00003484,797,-0.2258
IPI00007647,614,-0.2541
IPI00007648,632,-0.2334
IPI00011460,732,-0.1628
IPI00018071,730,-0.2381
IPI00018537,717,-0.2417
IPI00022304,736,-0.2697
IPI00026846,599,-0.2483
IPI00027011,642,-0.2553
IPI00152335,602,-0.2443
IPI00152803,616,-0.2445
IPI00216227,706,-0.2231
IPI00219765,620,-0.2448
IPI00289095,628,-0.2329
IPI00335355,727,-0.2379
IPI00413383,632,-0.2384
IPI00456145,634,-0.2421
IPI00465438,628,-0.2439
IPI00783565,620,-0.263
IPI00797748,672,-0.2203
IPI00874188,288,-0.1874
IPI00010343,921,-0.1692
IPI00028450,973,-0.1798
IPI00337727,927,-0.1951
IPI00001557,896,-0.1998
IPI00002841,812,-0.2347
IPI00011184,834,-0.2132
IPI00020060,815,-0.2419
IPI00045928,725,-0.1812
IPI00183933,581,-0.2592
IPI00216972,645,-0.2131
IPI00328722,1124,-0.2796
IPI00418791,1177,-0.2746
IPI00418972,701,-0.1824
IPI00465002,798,-0.2132
IPI00000049,299,-0.1204
IPI00000111,443,-0.1604
IPI00000118,271,-0.1995
IPI00000135,108,-0.3386
IPI00000173,832,-0.0849
IPI00000247,206,-0.2569
IPI00000334,141,-0.1865
IPI00000425,856,-0.2193
IPI00000459,218,-0.1261
IPI00000460,202,-0.1229
IPI00000550,82,-0.3156
IPI00000579,97,-0.1753
IPI00000706,1042,-0.1578
IPI00000753,127,-0.3581
IPI00000755,162,-0.1803
IPI00000761,125,-0.1452
IPI00000865,445,-0.1988
IPI00000881,525,-0.1246
IPI00000904,337,-0.0114
IPI00000935,52,-0.3696
IPI00000980,55,-0.3129
IPI00001022,142,-0.0902
IPI00001091,797,-0.1672
IPI00001141,194,-0.1419
IPI00001300,67,-0.2865
IPI00001399,411,-0.0852
IPI00001516,1007,-0.114
IPI00001554,104,-0.2148
IPI00001578,187,-0.1917
IPI00001583,63,-0.2258
IPI00001619,44,-0.5019
IPI00001671,233,-0.1736
IPI00001732,226,0.0096
IPI00001891,476,-0.1828
IPI00001901,110,-0.0708
IPI00001952,500,-0.2014
IPI00002144,410,-0.121
IPI00002162,94,-0.1624
IPI00002253,99,-0.352
IPI00002334,185,-0.2091
IPI00002335,3144,-0.1634
IPI00002468,338,-0.2711
IPI00002511,670,-0.1165
IPI00002707,616,-0.1477
IPI00002790,794,-0.088
IPI00002808,81,-0.2028
IPI00002852,305,-0.2061
IPI00002910,355,-0.1408
IPI00002984,1359,-0.1977
IPI00003091,1122,-0.0372
IPI00003183,81,-0.3982
IPI00003272,52,-0.2205
IPI00003320,79,-0.3682
IPI00003355,165,-0.2192
IPI00003373,522,-0.1248
IPI00003426,118,-0.0962
IPI00003898,338,-0.3361
IPI00003907,944,-0.0733
IPI00003926,286,-0.2112
IPI00003983,458,-0.2051
IPI00004068,2212,-0.1009
IPI00004084,703,-0.1208
IPI00004121,391,-0.017
IPI00004165,120,-0.1184
IPI00004310,346,-0.0506
IPI00004367,95,-0.2203
IPI00004407,196,-0.0715
IPI00004563,356,-0.1766
IPI00004671,3259,-0.0941
IPI00004833,140,-0.2362
IPI00004962,696,0.0641
IPI00004963,646,-0.2005
IPI00004988,85,-0.2605
IPI00005107,1278,-0.1794
IPI00005114,227,-0.1806
IPI00005123,238,-0.1322
IPI00005125,201,-0.1841
IPI00005146,1608,-0.1545
IPI00005167,301,-0.2259
IPI00005202,247,-0.0282
IPI00005267,67,-0.2799
IPI00005517,228,-0.1249
IPI00005553,154,-0.1235
IPI00005728,214,-0.2203
IPI00005737,269,-0.2793
IPI00005844,45,-0.4028
IPI00006003,205,-0.1633
IPI00006047,55,-0.3588
IPI00006054,538,-0.042
IPI00006070,385,-0.0721
IPI00006084,876,-0.1735
IPI00006093,2102,-0.2005
IPI00006130,495,-0.1313
IPI00006158,555,-0.0738
IPI00006211,243,-0.177
IPI00006250,302,-0.2128
IPI00006280,1279,-0.1753
IPI00006464,880,-0.1267
IPI00006470,171,-0.2108
IPI00006524,1072,-0.1106
IPI00006538,487,-0.1966
IPI00006545,470,-0.293
IPI00006547,612,-0.1677
IPI00006561,823,-0.1462
IPI00006608,770,-0.0604
IPI00006659,124,-0.1031
IPI00006707,197,-0.2317
IPI00006774,725,-0.1474
IPI00006865,215,-0.1817
IPI00006966,74,-0.3317
IPI00007009,97,-0.1956
IPI00007052,152,-0.2342
IPI00007061,138,-0.3702
IPI00007124,533,-0.0538
IPI00007165,538,-0.3198
IPI00007166,82,-0.3204
IPI00007199,484,-0.1851
IPI00007309,209,-0.128
IPI00007426,188,-0.2683
IPI00007577,281,-0.2096
IPI00007730,140,-0.283
IPI00007806,398,-0.1998
IPI00007817,392,-0.2905
IPI00007820,162,-0.105
IPI00007909,185,-0.2063
IPI00007913,814,-0.131
IPI00007959,238,-0.1688
IPI00008177,738,-0.091
IPI00008231,1406,-0.1009
IPI00008285,413,-0.1374
IPI00008468,167,-0.2322
IPI00008472,102,-0.2102
IPI00008473,226,-0.118
IPI00008490,597,-0.2015
IPI00008494,532,-0.1522
IPI00008499,188,-0.0967
IPI00008581,332,-0.16
IPI00008586,566,-0.0481
IPI00008711,890,-0.2064
IPI00008727,142,-0.1918
IPI00008833,146,-0.1745
IPI00008857,453,-0.1074
IPI00008889,227,-0.2207
IPI00008910,294,-0.1208
IPI00008993,186,-0.0778
IPI00008998,372,-0.2432
IPI00009049,889,-0.1171
IPI00009075,136,-0.2257
IPI00009195,199,-0.2209
IPI00009235,185,-0.2454
IPI00009247,75,-0.238
IPI00009252,70,-0.3143
IPI00009276,275,-0.1448
IPI00009294,1036,-0.0339
IPI00009310,700,-0.1727
IPI00009346,112,-0.2251
IPI00009350,162,-0.3225
IPI00009441,87,-0.3692
IPI00009477,275,-0.158
IPI00009612,540,-0.1312
IPI00009742,382,-0.1088
IPI00009772,111,-0.0974
IPI00009797,570,-0.2289
IPI00009811,450,-0.2053
IPI00009852,840,-0.2002
IPI00009880,198,-0.1874
IPI00009950,356,-0.1117
IPI00009982,606,-0.1288
IPI00010018,169,-0.1781
IPI00010107,196,-0.2346
IPI00010146,158,-0.1933
IPI00010188,443,-0.1965
IPI00010189,234,-0.1004
IPI00010191,222,-0.2082
IPI00010194,461,-0.235
IPI00010255,364,-0.1917
IPI00010288,56,-0.1848
IPI00010338,295,-0.1639
IPI00010350,424,-0.1069
IPI00010353,270,-0.188
IPI00010427,110,-0.3058
IPI00010445,349,-0.1791
IPI00010492,91,-0.0835
IPI00010559,84,-0.2113
IPI00010689,110,-0.1336
IPI00010737,575,-0.0362
IPI00010746,473,-0.2049
IPI00010832,578,-0.0955
IPI00010873,174,-0.2687
IPI00011077,203,-0.1287
IPI00011145,69,-0.1652
IPI00011147,119,-0.215
IPI00011150,58,-0.1739
IPI00011196,254,-0.2031
IPI00011420,216,-0.1228
IPI00011448,512,-0.0691
IPI00011480,159,-0.2522
IPI00011564,198,-0.1858
IPI00011617,78,-0.3169
IPI00011635,485,-0.1554
IPI00011710,101,-0.213
IPI00011735,451,-0.1344
IPI00011822,752,-0.1264
IPI00011858,114,-0.1615
IPI00011899,260,-0.0843
IPI00011961,1709,-0.1054
IPI00011974,183,-0.1979
IPI00012023,252,-0.0647
IPI00012044,720,-0.0884
IPI00012107,579,-0.1655
IPI00012113,184,-0.2991
IPI00012147,71,-0.1973
IPI00012208,488,-0.268
IPI00012235,221,-0.1826
IPI00012251,311,-0.1759
IPI00012431,433,-0.2183
IPI00012434,234,-0.2141
IPI00012448,438,-0.2049
IPI00012458,129,-0.2335
IPI00012469,335,-0.1865
IPI00012474,167,-0.3318
IPI00012482,142,-0.2144
IPI00012508,378,-0.1691
IPI00012525,267,-0.2992
IPI00012540,865,-0.1906
IPI00012545,480,-0.0284
IPI00012586,31,-0.3911
IPI00012608,180,-0.0734
IPI00012753,160,-0.2105
IPI00012913,353,-0.012
IPI00012923,207,-0.0887
IPI00012948,208,-0.1825
IPI00013026,222,-0.2898
IPI00013252,268,-0.0573
IPI00013293,224,-0.2759
IPI00013301,254,-0.1733
IPI00013303,338,-0.128
IPI00013306,318,-0.1671
IPI00013331,118,-0.3067
IPI00013371,288,-0.0361
IPI00013419,192,-0.2018
IPI00013461,76,-0.2475
IPI00013678,466,-0.1192
IPI00013827,262,-0.2995
IPI00013831,243,-0.2114
IPI00013879,112,-0.2466
IPI00014051,111,-0.2957
IPI00014171,391,-0.0788
IPI00014172,233,-0.2706
IPI00014232,203,-0.27
IPI00014240,377,-0.2461
IPI00014279,172,-0.1928
IPI00014301,496,-0.2113
IPI00014402,412,-0.193
IPI00014590,395,-0.1551
IPI00014594,383,-0.1754
IPI00014830,288,-0.1006
IPI00014953,123,-0.1508
IPI00015079,207,-0.1553
IPI00015099,133,-0.3866
IPI00015115,224,-0.2089
IPI00015137,374,-0.2687
IPI00015144,113,-0.1828
IPI00015199,240,-0.1205
IPI00015261,205,-0.2837
IPI00015421,634,-0.1201
IPI00015553,1116,-0.1833
IPI00015602,608,-0.1228
IPI00015624,155,-0.2157
IPI00015658,360,-0.1994
IPI00015713,579,-0.1425
IPI00015755,178,-0.1385
IPI00015777,193,-0.2411
IPI00015821,102,-0.2627
IPI00015877,342,-0.1429
IPI00015878,165,-0.1593
IPI00015881,554,-0.0704
IPI00015913,537,-0.0697
IPI00015914,288,-0.1334
IPI00015944,649,-0.0992
IPI00016020,182,-0.1518
IPI00016046,79,-0.1416
IPI00016169,81,-0.2202
IPI00016207,171,-0.1175
IPI00016334,646,-0.1236
IPI00016450,649,-0.1457
IPI00016455,238,-0.1854
IPI00016470,258,-0.0958
IPI00016536,219,-0.3107
IPI00016548,128,-0.2138
IPI00016597,311,-0.2672
IPI00016636,164,-0.2174
IPI00016665,677,-0.2589
IPI00016676,145,-0.1826
IPI00016702,1069,-0.1261
IPI00016703,516,-0.2127
IPI00016776,329,-0.1025
IPI00016848,280,-0.1487
IPI00016853,407,-0.2003
IPI00016870,745,-0.114
IPI00016873,341,-0.1416
IPI00016958,129,-0.0778
IPI00016968,169,-0.2429
IPI00017021,43,-0.3318
IPI00017202,273,-0.1113
IPI00017231,204,-0.1207
IPI00017260,121,-0.2013
IPI00017446,157,-0.1646
IPI00017529,250,-0.1552
IPI00017567,658,-0.1654
IPI00017569,316,-0.2421
IPI00017592,739,-0.1836
IPI00017598,932,-0.2698
IPI00017643,250,-0.1927
IPI00017842,299,-0.1197
IPI00017877,195,-0.1615
IPI00017903,173,-0.155
IPI00017920,102,-0.2985
IPI00017940,695,-0.1807
IPI00017989,153,-0.2103
IPI00018044,160,-0.0612
IPI00018052,142,-0.2892
IPI00018136,739,-0.1774
IPI00018156,159,-0.2451
IPI00018237,291,-0.215
IPI00018247,356,-0.2597
