taxid	lineage	name	rank	SRR040582	SRR040605	SRR040656	SRR040697	SRR040735	SRR040741	SRR040791	SRR040949	SRR041343	SRR041398	SRR041527	SRR041536	SRR041621	SRR041712	SRR041789	SRR043639	SRR043760	SRR044021	SRR044054	SRR044085	SRR044087	SRR044216	SRR044251	SRR044252	SRR044257	SRR044274	SRR044381	SRR044384	SRR044395	SRR044399	SRR044423	SRR044424	SRR044732	SRR045294	SRR045327	SRR045344	SRR045687	SRR045699	SRR045709	SRR045715	SRR045722	SRR047400	SRR047457	SRR047559	SRR049312	SRR049315	SRR049646	SRR049863	SRR050386
457	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Bacteroidaceae;family;Phocaeicola;genus;	Phocaeicola	genus	0	0	0	0	0	0	0	2	6	15	50	0	0	0	0	913	1368	2800	0	0	619	749	866	1412	1415	0	0	0	443	0	805	249	0	223	588	397	0	0	60	662	947	2695	0	0	1	340	134	0	964
-426	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Bacteroidaceae;family;unclassified_Bacteroidaceae;;	unclassified_Bacteroidaceae		0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	14	128	219	0	0	109	25	38	124	5	0	0	0	39	0	116	21	0	6	34	19	0	0	2	13	2	117	0	0	0	30	2	0	24
-425	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;unclassified_Bacteroidales;;	unclassified_Bacteroidales		0	0	0	0	0	0	0	2	0	7	109	3	1	0	0	0	0	0	109	4	132	18	29	13	82	13	18	169	71	0	58	3	0	141	7	2	0	0	2	0	2	15	0	0	0	3	6	28	16
453	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Rikenellaceae;family;	Rikenellaceae	family	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	339	628	0	138	0	931	462	1332	108	489	0	0	0	140	0	377	434	0	16	0	457	0	0	58	302	159	320	0	0	0	121	186	0	162
454	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Rikenellaceae;family;Alistipes;genus;	Alistipes	genus	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	339	628	0	136	0	931	462	1332	108	489	0	0	0	140	0	377	434	0	16	0	457	0	0	58	302	159	320	0	0	0	121	186	0	162
-454	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Rikenellaceae;family;unclassified_Rikenellaceae;;	unclassified_Rikenellaceae		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3694	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Muribaculaceae;family;	Muribaculaceae	family	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	8	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0
-3695	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Muribaculaceae;family;unclassified_Muribaculaceae;;	unclassified_Muribaculaceae		0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	8	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0
3700	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Odoribacteraceae;family;	Odoribacteraceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	5	0	22	61	63	36	67	0	0	0	29	0	0	58	0	17	0	33	0	0	4	31	14	0	0	0	0	9	47	0	53
440	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Odoribacteraceae;family;Odoribacter;genus;	Odoribacter	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	5	0	7	56	29	36	37	0	0	0	29	0	0	31	0	3	0	33	0	0	4	0	14	0	0	0	0	1	32	0	53
438	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Odoribacteraceae;family;Butyricimonas;genus;	Butyricimonas	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	5	34	0	30	0	0	0	0	0	0	23	0	14	0	0	0	0	0	31	0	0	0	0	0	8	15	0	0
4194	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Odoribacteraceae;family;Gabonibacter;genus;	Gabonibacter	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3698	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Barnesiellaceae;family;	Barnesiellaceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	340	27	562	106	146	0	0	0	715	0	0	0	0	1	0	3	1	0	14	26	0	0	0	0	0	0	0	0	4
437	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Barnesiellaceae;family;Barnesiella;genus;	Barnesiella	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	340	22	562	106	146	0	0	0	0	0	0	0	0	0	0	0	1	0	12	26	0	0	0	0	0	0	0	0	4
3047	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Barnesiellaceae;family;Coprobacter;genus;	Coprobacter	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0
-3699	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Barnesiellaceae;family;unclassified_Barnesiellaceae;;	unclassified_Barnesiellaceae		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
458	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Flavobacteriia;class;	Flavobacteriia	class	0	0	5	0	0	1	229	12	21	0	0	278	44	0	0	1	0	0	0	719	0	0	0	0	0	35	14	410	0	1	0	0	0	0	0	0	0	0	0	0	0	0	517	3	0	0	0	107	0
459	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Flavobacteriia;class;Flavobacteriales;order;	Flavobacteriales	order	0	0	5	0	0	1	229	12	21	0	0	278	44	0	0	1	0	0	0	719	0	0	0	0	0	35	14	410	0	1	0	0	0	0	0	0	0	0	0	0	0	0	517	3	0	0	0	107	0
470	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Flavobacteriia;class;Flavobacteriales;order;Flavobacteriaceae;family;	Flavobacteriaceae	family	0	0	4	0	0	1	223	11	19	0	0	263	34	0	0	1	0	0	0	719	0	0	0	0	0	27	9	387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406	0	0	0	0	86	0
479	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Flavobacteriia;class;Flavobacteriales;order;Flavobacteriaceae;family;Capnocytophaga;genus;	Capnocytophaga	genus	0	0	4	0	0	1	223	11	19	0	0	263	34	0	0	1	0	0	0	703	0	0	0	0	0	27	9	387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	373	0	0	0	0	86	0
4064	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Flavobacteriia;class;Flavobacteriales;order;Flavobacteriaceae;family;Amniculibacterium;genus;	Amniculibacterium	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-471	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Flavobacteriia;class;Flavobacteriales;order;Flavobacteriaceae;family;unclassified_Flavobacteriaceae;;	unclassified_Flavobacteriaceae		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0
-460	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Flavobacteriia;class;Flavobacteriales;order;unclassified_Flavobacteriales;;	unclassified_Flavobacteriales		0	0	1	0	0	0	6	1	2	0	0	15	6	0	0	0	0	0	0	0	0	0	0	0	0	8	5	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	21	0
4040	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Flavobacteriia;class;Flavobacteriales;order;Weeksellaceae;family;	Weeksellaceae	family	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	20	3	0	0	0	0	0
-4041	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Flavobacteriia;class;Flavobacteriales;order;Weeksellaceae;family;unclassified_Weeksellaceae;;	unclassified_Weeksellaceae		0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0
489	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Flavobacteriia;class;Flavobacteriales;order;Weeksellaceae;family;Elizabethkingia;genus;	Elizabethkingia	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
-423	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;unclassified_Bacteroidetes;;	unclassified_Bacteroidetes		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	20	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
4511	Root;rootrank;Bacteria;domain;Campilobacterota;phylum;	Campilobacterota	phylum	0	0	1	0	0	2	39	7	0	0	0	24	35	0	0	0	0	0	0	279	0	0	0	0	1	80	5	112	0	0	0	1	4	0	0	0	0	0	0	0	0	0	11	0	0	0	0	84	0
1477	Root;rootrank;Bacteria;domain;Campilobacterota;phylum;Campylobacteria;class;	Campylobacteria	class	0	0	1	0	0	2	39	7	0	0	0	24	35	0	0	0	0	0	0	279	0	0	0	0	1	80	5	112	0	0	0	1	4	0	0	0	0	0	0	0	0	0	11	0	0	0	0	84	0
1478	Root;rootrank;Bacteria;domain;Campilobacterota;phylum;Campylobacteria;class;Campylobacterales;order;	Campylobacterales	order	0	0	1	0	0	2	39	7	0	0	0	24	35	0	0	0	0	0	0	279	0	0	0	0	1	80	5	112	0	0	0	1	4	0	0	0	0	0	0	0	0	0	11	0	0	0	0	84	0
1479	Root;rootrank;Bacteria;domain;Campilobacterota;phylum;Campylobacteria;class;Campylobacterales;order;Campylobacteraceae;family;	Campylobacteraceae	family	0	0	1	0	0	2	39	7	0	0	0	24	35	0	0	0	0	0	0	279	0	0	0	0	1	80	5	112	0	0	0	1	4	0	0	0	0	0	0	0	0	0	11	0	0	0	0	84	0
1481	Root;rootrank;Bacteria;domain;Campilobacterota;phylum;Campylobacteria;class;Campylobacterales;order;Campylobacteraceae;family;Campylobacter;genus;	Campylobacter	genus	0	0	1	0	0	2	39	7	0	0	0	24	35	0	0	0	0	0	0	279	0	0	0	0	1	80	5	112	0	0	0	1	4	0	0	0	0	0	0	0	0	0	11	0	0	0	0	84	0
-2	Root;rootrank;Bacteria;domain;unclassified_Bacteria;;	unclassified_Bacteria		0	0	5	0	0	0	10	0	0	0	7	0	0	0	0	0	4	14	12	71	40	227	1	2	17	22	6	11	249	0	20	26	3	23	0	197	0	0	3	1	0	6	44	0	1	2	28	8	172
2146	Root;rootrank;Bacteria;domain;Candidatus Saccharibacteria;phylum;	Candidatus Saccharibacteria	phylum	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
2147	Root;rootrank;Bacteria;domain;Candidatus Saccharibacteria;phylum;Saccharibacteria_genera_incertae_sedis;genus;	Saccharibacteria_genera_incertae_sedis	genus	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
1883	Root;rootrank;Bacteria;domain;Spirochaetes;phylum;	Spirochaetes	phylum	0	0	0	0	0	0	4	0	1	0	0	2	7	0	0	0	0	0	0	5	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
1884	Root;rootrank;Bacteria;domain;Spirochaetes;phylum;Spirochaetia;class;	Spirochaetia	class	0	0	0	0	0	0	4	0	1	0	0	2	7	0	0	0	0	0	0	5	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
1885	Root;rootrank;Bacteria;domain;Spirochaetes;phylum;Spirochaetia;class;Spirochaetales;order;	Spirochaetales	order	0	0	0	0	0	0	4	0	1	0	0	2	7	0	0	0	0	0	0	5	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
1895	Root;rootrank;Bacteria;domain;Spirochaetes;phylum;Spirochaetia;class;Spirochaetales;order;Spirochaetaceae;family;	Spirochaetaceae	family	0	0	0	0	0	0	4	0	1	0	0	2	7	0	0	0	0	0	0	5	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
1903	Root;rootrank;Bacteria;domain;Spirochaetes;phylum;Spirochaetia;class;Spirochaetales;order;Spirochaetaceae;family;Treponema;genus;	Treponema	genus	0	0	0	0	0	0	4	0	1	0	0	2	7	0	0	0	0	0	0	5	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
758	Root;rootrank;Bacteria;domain;Deinococcus-Thermus;phylum;	Deinococcus-Thermus	phylum	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
759	Root;rootrank;Bacteria;domain;Deinococcus-Thermus;phylum;Deinococci;class;	Deinococci	class	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
760	Root;rootrank;Bacteria;domain;Deinococcus-Thermus;phylum;Deinococci;class;Deinococcales;order;	Deinococcales	order	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
761	Root;rootrank;Bacteria;domain;Deinococcus-Thermus;phylum;Deinococci;class;Deinococcales;order;Deinococcaceae;family;	Deinococcaceae	family	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
764	Root;rootrank;Bacteria;domain;Deinococcus-Thermus;phylum;Deinococci;class;Deinococcales;order;Deinococcaceae;family;Deinococcus;genus;	Deinococcus	genus	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2164	Root;rootrank;Bacteria;domain;Verrucomicrobia;phylum;	Verrucomicrobia	phylum	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	35	0	0	0	0	0	4	0	41	0	0	0	2	0	2	2	0	0	0	1	0	0	0	2	75	0	0	0	0	1	14	0	0
2183	Root;rootrank;Bacteria;domain;Verrucomicrobia;phylum;Verrucomicrobiae;class;	Verrucomicrobiae	class	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	35	0	0	0	0	0	4	0	41	0	0	0	2	0	2	2	0	0	0	1	0	0	0	2	75	0	0	0	0	1	0	0	0
2184	Root;rootrank;Bacteria;domain;Verrucomicrobia;phylum;Verrucomicrobiae;class;Verrucomicrobiales;order;	Verrucomicrobiales	order	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	35	0	0	0	0	0	4	0	41	0	0	0	2	0	2	2	0	0	0	1	0	0	0	2	75	0	0	0	0	1	0	0	0
3768	Root;rootrank;Bacteria;domain;Verrucomicrobia;phylum;Verrucomicrobiae;class;Verrucomicrobiales;order;Akkermansiaceae;family;	Akkermansiaceae	family	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	35	0	0	0	0	0	4	0	41	0	0	0	2	0	2	2	0	0	0	1	0	0	0	2	75	0	0	0	0	1	0	0	0
2188	Root;rootrank;Bacteria;domain;Verrucomicrobia;phylum;Verrucomicrobiae;class;Verrucomicrobiales;order;Akkermansiaceae;family;Akkermansia;genus;	Akkermansia	genus	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	35	0	0	0	0	0	4	0	41	0	0	0	2	0	2	2	0	0	0	1	0	0	0	2	75	0	0	0	0	1	0	0	0
2165	Root;rootrank;Bacteria;domain;Verrucomicrobia;phylum;Opitutae;class;	Opitutae	class	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
2170	Root;rootrank;Bacteria;domain;Verrucomicrobia;phylum;Opitutae;class;Puniceicoccales;order;	Puniceicoccales	order	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
2171	Root;rootrank;Bacteria;domain;Verrucomicrobia;phylum;Opitutae;class;Puniceicoccales;order;Puniceicoccaceae;family;	Puniceicoccaceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
-2172	Root;rootrank;Bacteria;domain;Verrucomicrobia;phylum;Opitutae;class;Puniceicoccales;order;Puniceicoccaceae;family;unclassified_Puniceicoccaceae;;	unclassified_Puniceicoccaceae		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
1921	Root;rootrank;Bacteria;domain;Tenericutes;phylum;	Tenericutes	phylum	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1922	Root;rootrank;Bacteria;domain;Tenericutes;phylum;Mollicutes;class;	Mollicutes	class	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1926	Root;rootrank;Bacteria;domain;Tenericutes;phylum;Mollicutes;class;Anaeroplasmatales;order;	Anaeroplasmatales	order	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1927	Root;rootrank;Bacteria;domain;Tenericutes;phylum;Mollicutes;class;Anaeroplasmatales;order;Anaeroplasmataceae;family;	Anaeroplasmataceae	family	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1929	Root;rootrank;Bacteria;domain;Tenericutes;phylum;Mollicutes;class;Anaeroplasmatales;order;Anaeroplasmataceae;family;Asteroleplasma;genus;	Asteroleplasma	genus	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1928	Root;rootrank;Bacteria;domain;Tenericutes;phylum;Mollicutes;class;Anaeroplasmatales;order;Anaeroplasmataceae;family;Anaeroplasma;genus;	Anaeroplasma	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-1923	Root;rootrank;Bacteria;domain;Tenericutes;phylum;Mollicutes;class;unclassified_Mollicutes;;	unclassified_Mollicutes		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1906	Root;rootrank;Bacteria;domain;Synergistetes;phylum;	Synergistetes	phylum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1907	Root;rootrank;Bacteria;domain;Synergistetes;phylum;Synergistia;class;	Synergistia	class	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1908	Root;rootrank;Bacteria;domain;Synergistetes;phylum;Synergistia;class;Synergistales;order;	Synergistales	order	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1909	Root;rootrank;Bacteria;domain;Synergistetes;phylum;Synergistia;class;Synergistales;order;Synergistaceae;family;	Synergistaceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3394	Root;rootrank;Bacteria;domain;Synergistetes;phylum;Synergistia;class;Synergistales;order;Synergistaceae;family;Fretibacterium;genus;	Fretibacterium	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
809	Root;rootrank;Bacteria;domain;Lentisphaerae;phylum;	Lentisphaerae	phylum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	5
810	Root;rootrank;Bacteria;domain;Lentisphaerae;phylum;Lentisphaeria;class;	Lentisphaeria	class	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	5
814	Root;rootrank;Bacteria;domain;Lentisphaerae;phylum;Lentisphaeria;class;Victivallales;order;	Victivallales	order	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	5
815	Root;rootrank;Bacteria;domain;Lentisphaerae;phylum;Lentisphaeria;class;Victivallales;order;Victivallaceae;family;	Victivallaceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	5
816	Root;rootrank;Bacteria;domain;Lentisphaerae;phylum;Lentisphaeria;class;Victivallales;order;Victivallaceae;family;Victivallis;genus;	Victivallis	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	5
2144	Root;rootrank;Bacteria;domain;SR1;phylum;	SR1	phylum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
2145	Root;rootrank;Bacteria;domain;SR1;phylum;SR1_genera_incertae_sedis;genus;	SR1_genera_incertae_sedis	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
-1	Root;rootrank;unclassified_Root;;	unclassified_Root		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0
