taxid	lineage	name	rank	mgm4575333	mgm4575334	mgm4575335	mgm4575336	mgm4575339	mgm4575340	mgm4575341	mgm4575342	mgm4575343	mgm4575344	mgm4575345	mgm4575346	mgm4575347	mgm4575348
-825	Root;rootrank;Bacteria;domain;Planctomycetes;phylum;unclassified_Planctomycetes;;	unclassified_Planctomycetes		0	0	4	3	3	0	2	0	1	1	1	3	3	10
837	Root;rootrank;Bacteria;domain;Planctomycetes;phylum;Phycisphaerae;class;	Phycisphaerae	class	0	0	0	0	1	0	0	0	0	3	0	4	3	0
3288	Root;rootrank;Bacteria;domain;Planctomycetes;phylum;Phycisphaerae;class;Tepidisphaerales;order;	Tepidisphaerales	order	0	0	0	0	1	0	0	0	0	3	0	4	3	0
3289	Root;rootrank;Bacteria;domain;Planctomycetes;phylum;Phycisphaerae;class;Tepidisphaerales;order;Tepidisphaeraceae;family;	Tepidisphaeraceae	family	0	0	0	0	1	0	0	0	0	3	0	4	3	0
3290	Root;rootrank;Bacteria;domain;Planctomycetes;phylum;Phycisphaerae;class;Tepidisphaerales;order;Tepidisphaeraceae;family;Tepidisphaera;genus;	Tepidisphaera	genus	0	0	0	0	1	0	0	0	0	3	0	4	3	0
841	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;	Proteobacteria	phylum	884	2652	2284	2187	945	526	991	2126	2024	1558	2346	1744	2133	2575
842	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;	Alphaproteobacteria	class	372	1181	1119	1016	597	91	626	853	1041	1051	867	1008	1388	657
870	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;	Rhizobiales	order	234	696	708	641	39	1	35	59	452	405	608	293	420	403
886	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Bradyrhizobiaceae;family;	Bradyrhizobiaceae	family	38	419	314	313	0	0	4	7	167	4	95	3	5	187
892	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Bradyrhizobiaceae;family;Bradyrhizobium;genus;	Bradyrhizobium	genus	24	314	248	226	0	0	2	4	116	0	69	0	0	125
-887	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Bradyrhizobiaceae;family;unclassified_Bradyrhizobiaceae;;	unclassified_Bradyrhizobiaceae		14	105	64	86	0	0	2	3	50	4	25	3	5	61
924	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Bradyrhizobiaceae;family;Rhodoplanes;genus;	Rhodoplanes	genus	0	0	1	0	0	0	0	0	0	0	0	0	0	1
970	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Bradyrhizobiaceae;family;Pseudolabrys;genus;	Pseudolabrys	genus	0	0	1	1	0	0	0	0	1	0	1	0	0	0
908	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Hyphomicrobiaceae;family;	Hyphomicrobiaceae	family	3	1	7	6	0	0	0	0	11	0	15	0	0	1
921	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Hyphomicrobiaceae;family;Pedomicrobium;genus;	Pedomicrobium	genus	3	1	6	4	0	0	0	0	11	0	15	0	0	1
918	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Hyphomicrobiaceae;family;Hyphomicrobium;genus;	Hyphomicrobium	genus	0	0	1	0	0	0	0	0	0	0	0	0	0	0
923	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Hyphomicrobiaceae;family;Rhodomicrobium;genus;	Rhodomicrobium	genus	0	0	0	2	0	0	0	0	0	0	0	0	0	0
4432	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Kaistiaceae;family;	Kaistiaceae	family	1	0	0	0	0	0	0	0	0	0	0	0	0	0
956	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Kaistiaceae;family;Kaistia;genus;	Kaistia	genus	1	0	0	0	0	0	0	0	0	0	0	0	0	0
-871	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;unclassified_Rhizobiales;;	unclassified_Rhizobiales		192	210	311	280	37	1	30	48	239	237	453	152	180	174
3317	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Roseiarcaceae;family;	Roseiarcaceae	family	0	57	67	32	0	0	0	0	0	0	42	0	0	39
3318	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Roseiarcaceae;family;Roseiarcus;genus;	Roseiarcus	genus	0	56	66	32	0	0	0	0	0	0	42	0	0	39
-3318	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Roseiarcaceae;family;unclassified_Roseiarcaceae;;	unclassified_Roseiarcaceae		0	1	1	0	0	0	0	0	0	0	0	0	0	0
940	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Phyllobacteriaceae;family;	Phyllobacteriaceae	family	0	2	1	0	0	0	0	0	0	0	0	0	0	0
941	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Phyllobacteriaceae;family;Aminobacter;genus;	Aminobacter	genus	0	2	1	0	0	0	0	0	0	0	0	0	0	0
966	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Xanthobacteraceae;family;	Xanthobacteraceae	family	0	7	3	7	0	0	0	0	4	0	3	0	0	2
969	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Xanthobacteraceae;family;Labrys;genus;	Labrys	genus	0	2	2	3	0	0	0	0	2	0	0	0	0	0
-967	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Xanthobacteraceae;family;unclassified_Xanthobacteraceae;;	unclassified_Xanthobacteraceae		0	5	1	4	0	0	0	0	2	0	3	0	0	2
4429	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Boseaceae;family;	Boseaceae	family	0	0	1	0	0	0	0	0	0	1	0	0	0	0
891	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Boseaceae;family;Bosea;genus;	Bosea	genus	0	0	1	0	0	0	0	0	0	1	0	0	0	0
950	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Rhizobiaceae;family;	Rhizobiaceae	family	0	0	4	3	0	0	0	3	15	5	0	1	4	0
3569	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Rhizobiaceae;family;Agrobacterium;genus;	Agrobacterium	genus	0	0	4	1	0	0	0	0	1	0	0	0	3	0
-951	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Rhizobiaceae;family;unclassified_Rhizobiaceae;;	unclassified_Rhizobiaceae		0	0	0	2	0	0	0	0	14	5	0	1	1	0
945	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Rhizobiaceae;family;Hoeflea;genus;	Hoeflea	genus	0	0	0	0	0	0	0	3	0	0	0	0	0	0
927	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Methylobacteriaceae;family;	Methylobacteriaceae	family	0	0	0	0	2	0	1	1	16	158	0	137	231	0
-928	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Methylobacteriaceae;family;unclassified_Methylobacteriaceae;;	unclassified_Methylobacteriaceae		0	0	0	0	2	0	0	1	8	66	0	64	77	0
929	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Methylobacteriaceae;family;Methylobacterium;genus;	Methylobacterium	genus	0	0	0	0	0	0	1	0	0	2	0	1	7	0
930	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Methylobacteriaceae;family;Microvirga;genus;	Microvirga	genus	0	0	0	0	0	0	0	0	8	90	0	72	147	0
1151	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Sphingomonadales;order;	Sphingomonadales	order	53	13	56	30	464	69	467	428	335	351	7	369	555	11
1158	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Sphingomonadales;order;Sphingomonadaceae;family;	Sphingomonadaceae	family	46	12	48	25	420	59	387	305	282	179	3	171	236	6
3324	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Sphingomonadales;order;Sphingomonadaceae;family;Rhizorhabdus;genus;	Rhizorhabdus	genus	30	1	21	11	29	0	8	3	126	41	2	53	68	1
-1159	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Sphingomonadales;order;Sphingomonadaceae;family;unclassified_Sphingomonadaceae;;	unclassified_Sphingomonadaceae		16	2	21	8	389	59	378	297	148	129	0	112	162	5
1165	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Sphingomonadales;order;Sphingomonadaceae;family;Sphingomonas;genus;	Sphingomonas	genus	0	9	6	6	0	0	0	0	7	9	1	6	6	0
2927	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Sphingomonadales;order;Sphingomonadaceae;family;Sphingorhabdus;genus;	Sphingorhabdus	genus	0	0	0	0	2	0	1	5	0	0	0	0	0	0
1164	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Sphingomonadales;order;Sphingomonadaceae;family;Sphingobium;genus;	Sphingobium	genus	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1152	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Sphingomonadales;order;Erythrobacteraceae;family;	Erythrobacteraceae	family	2	0	0	0	0	0	0	0	2	4	0	5	7	0
1161	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Sphingomonadales;order;Erythrobacteraceae;family;Novosphingobium;genus;	Novosphingobium	genus	2	0	0	0	0	0	0	0	0	2	0	0	3	0
1155	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Sphingomonadales;order;Erythrobacteraceae;family;Erythrobacter;genus;	Erythrobacter	genus	0	0	0	0	0	0	0	0	2	2	0	5	2	0
-1153	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Sphingomonadales;order;Erythrobacteraceae;family;unclassified_Erythrobacteraceae;;	unclassified_Erythrobacteraceae		0	0	0	0	0	0	0	0	0	0	0	0	2	0
-1152	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Sphingomonadales;order;unclassified_Sphingomonadales;;	unclassified_Sphingomonadales		5	1	8	5	44	10	80	120	51	168	4	189	302	5
4441	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Sphingomonadales;order;Sphingosinicellaceae;family;	Sphingosinicellaceae	family	0	0	0	0	0	0	0	3	0	0	0	4	10	0
3565	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Sphingomonadales;order;Sphingosinicellaceae;family;Sphingoaurantiacus;genus;	Sphingoaurantiacus	genus	0	0	0	0	0	0	0	3	0	0	0	4	10	0
1069	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhodospirillales;order;	Rhodospirillales	order	6	133	75	103	3	2	19	3	31	49	51	43	46	62
4438	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhodospirillales;order;Reyranellaceae;family;	Reyranellaceae	family	4	30	27	47	0	0	0	0	21	0	9	9	2	8
3308	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhodospirillales;order;Reyranellaceae;family;Reyranella;genus;	Reyranella	genus	4	30	27	47	0	0	0	0	21	0	9	9	2	8
-1070	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhodospirillales;order;unclassified_Rhodospirillales;;	unclassified_Rhodospirillales		2	19	11	10	0	0	0	0	3	15	6	7	12	3
1070	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhodospirillales;order;Acetobacteraceae;family;	Acetobacteraceae	family	0	82	36	43	3	2	18	3	6	25	36	14	27	50
-1071	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhodospirillales;order;Acetobacteraceae;family;unclassified_Acetobacteraceae;;	unclassified_Acetobacteraceae		0	82	36	42	3	2	18	2	6	22	36	14	26	50
1093	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhodospirillales;order;Acetobacteraceae;family;Roseomonas;genus;	Roseomonas	genus	0	0	0	1	0	0	0	1	0	0	0	0	1	0
1080	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhodospirillales;order;Acetobacteraceae;family;Belnapia;genus;	Belnapia	genus	0	0	0	0	0	0	0	0	0	3	0	0	0	0
1101	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhodospirillales;order;Rhodospirillaceae;family;	Rhodospirillaceae	family	0	2	1	3	0	0	0	0	0	0	0	0	0	1
-1102	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhodospirillales;order;Rhodospirillaceae;family;unclassified_Rhodospirillaceae;;	unclassified_Rhodospirillaceae		0	2	0	0	0	0	0	0	0	0	0	0	0	0
1107	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhodospirillales;order;Rhodospirillaceae;family;Dongia;genus;	Dongia	genus	0	0	1	2	0	0	0	0	0	0	0	0	0	0
1109	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhodospirillales;order;Rhodospirillaceae;family;Inquilinus;genus;	Inquilinus	genus	0	0	0	1	0	0	0	0	0	0	0	0	0	0
1125	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhodospirillales;order;Rhodospirillaceae;family;Telmatospirillum;genus;	Telmatospirillum	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4105	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhodospirillales;order;Geminicoccaceae;family;	Geminicoccaceae	family	0	0	0	0	0	0	1	0	0	1	0	3	2	0
1173	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhodospirillales;order;Geminicoccaceae;family;Geminicoccus;genus;	Geminicoccus	genus	0	0	0	0	0	0	1	0	0	1	0	3	2	0
4427	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhodospirillales;order;Azospirillaceae;family;	Azospirillaceae	family	0	0	0	0	0	0	0	0	1	8	0	10	3	0
1124	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhodospirillales;order;Azospirillaceae;family;Skermanella;genus;	Skermanella	genus	0	0	0	0	0	0	0	0	1	4	0	8	3	0
-4428	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhodospirillales;order;Azospirillaceae;family;unclassified_Azospirillaceae;;	unclassified_Azospirillaceae		0	0	0	0	0	0	0	0	0	4	0	2	0	0
843	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Caulobacterales;order;	Caulobacterales	order	3	35	19	26	0	0	6	116	43	18	10	13	24	42
844	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Caulobacterales;order;Caulobacteraceae;family;	Caulobacteraceae	family	3	35	19	26	0	0	6	116	43	18	10	13	23	42
848	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Caulobacterales;order;Caulobacteraceae;family;Phenylobacterium;genus;	Phenylobacterium	genus	2	10	6	10	0	0	0	0	1	9	5	4	6	21
-845	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Caulobacterales;order;Caulobacteraceae;family;unclassified_Caulobacteraceae;;	unclassified_Caulobacteraceae		1	25	10	14	0	0	6	3	36	7	5	9	13	8
847	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Caulobacterales;order;Caulobacteraceae;family;Caulobacter;genus;	Caulobacter	genus	0	0	3	2	0	0	0	3	6	2	0	0	2	0
846	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Caulobacterales;order;Caulobacteraceae;family;Brevundimonas;genus;	Brevundimonas	genus	0	0	0	0	0	0	0	110	0	0	0	0	2	13
849	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Caulobacterales;order;Hyphomonadaceae;family;	Hyphomonadaceae	family	0	0	0	0	0	0	0	0	0	0	0	0	1	0
4110	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Caulobacterales;order;Hyphomonadaceae;family;Asprobacter;genus;	Asprobacter	genus	0	0	0	0	0	0	0	0	0	0	0	0	1	0
-843	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;unclassified_Alphaproteobacteria;;	unclassified_Alphaproteobacteria		76	303	261	211	90	19	91	104	178	196	191	255	303	136
4469	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Micropepsales;order;	Micropepsales	order	0	1	0	1	0	0	0	0	2	0	0	0	0	3
3556	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Micropepsales;order;Micropepsaceae;family;	Micropepsaceae	family	0	1	0	1	0	0	0	0	2	0	0	0	0	3
-3557	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Micropepsales;order;Micropepsaceae;family;unclassified_Micropepsaceae;;	unclassified_Micropepsaceae		0	1	0	0	0	0	0	0	0	0	0	0	0	0
1174	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Micropepsales;order;Micropepsaceae;family;Rhizomicrobium;genus;	Rhizomicrobium	genus	0	0	0	1	0	0	0	0	2	0	0	0	0	3
978	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhodobacterales;order;	Rhodobacterales	order	0	0	0	3	1	0	8	143	0	31	0	35	40	0
979	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhodobacterales;order;Rhodobacteraceae;family;	Rhodobacteraceae	family	0	0	0	3	1	0	8	143	0	31	0	35	40	0
-980	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhodobacterales;order;Rhodobacteraceae;family;unclassified_Rhodobacteraceae;;	unclassified_Rhodobacteraceae		0	0	0	3	1	0	8	141	0	23	0	23	28	0
1016	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhodobacterales;order;Rhodobacteraceae;family;Octadecabacter;genus;	Octadecabacter	genus	0	0	0	0	0	0	0	2	0	0	0	0	0	0
1043	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhodobacterales;order;Rhodobacteraceae;family;Rubellimicrobium;genus;	Rubellimicrobium	genus	0	0	0	0	0	0	0	0	0	8	0	12	12	0
1130	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rickettsiales;order;	Rickettsiales	order	0	0	0	1	0	0	0	0	0	1	0	0	0	0
1140	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rickettsiales;order;Rickettsiaceae;family;	Rickettsiaceae	family	0	0	0	1	0	0	0	0	0	1	0	0	0	0
1142	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rickettsiales;order;Rickettsiaceae;family;Rickettsia;genus;	Rickettsia	genus	0	0	0	1	0	0	0	0	0	0	0	0	0	0
-1141	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rickettsiales;order;Rickettsiaceae;family;unclassified_Rickettsiaceae;;	unclassified_Rickettsiaceae		0	0	0	0	0	0	0	0	0	1	0	0	0	0
1501	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;	Gammaproteobacteria	class	62	194	219	156	44	219	114	478	163	79	577	210	115	138
3526	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Xanthomonadales;order;	Xanthomonadales	order	20	66	49	50	18	118	96	318	78	0	29	0	4	10
3528	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Xanthomonadales;order;Rhodanobacteraceae;family;	Rhodanobacteraceae	family	2	2	34	6	0	0	0	0	2	0	16	0	0	0
1839	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Xanthomonadales;order;Rhodanobacteraceae;family;Dyella;genus;	Dyella	genus	1	0	10	0	0	0	0	0	0	0	5	0	0	0
-3529	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Xanthomonadales;order;Rhodanobacteraceae;family;unclassified_Rhodanobacteraceae;;	unclassified_Rhodanobacteraceae		1	1	15	5	0	0	0	0	1	0	11	0	0	0
1848	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Xanthomonadales;order;Rhodanobacteraceae;family;Rhodanobacter;genus;	Rhodanobacter	genus	0	1	6	0	0	0	0	0	1	0	0	0	0	0
3371	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Xanthomonadales;order;Rhodanobacteraceae;family;Tahibacter;genus;	Tahibacter	genus	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1849	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Xanthomonadales;order;Rhodanobacteraceae;family;Rudaea;genus;	Rudaea	genus	0	0	2	1	0	0	0	0	0	0	0	0	0	0
3527	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Xanthomonadales;order;Xanthomonadaceae;family;	Xanthomonadaceae	family	6	28	7	25	16	117	88	263	55	0	5	0	4	1
1845	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Xanthomonadales;order;Xanthomonadaceae;family;Lysobacter;genus;	Lysobacter	genus	2	0	1	0	3	0	0	3	27	0	0	0	3	0
-3528	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Xanthomonadales;order;Xanthomonadaceae;family;unclassified_Xanthomonadaceae;;	unclassified_Xanthomonadaceae		4	28	5	22	13	117	88	260	26	0	5	0	1	1
1836	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Xanthomonadales;order;Xanthomonadaceae;family;Arenimonas;genus;	Arenimonas	genus	0	0	1	3	0	0	0	0	2	0	0	0	0	0
-3527	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Xanthomonadales;order;unclassified_Xanthomonadales;;	unclassified_Xanthomonadales		12	36	8	19	2	1	8	55	21	0	8	0	0	9
1787	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Nevskiales;order;	Nevskiales	order	23	0	31	9	0	0	1	0	22	9	3	40	21	0
3530	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Nevskiales;order;Steroidobacteraceae;family;	Steroidobacteraceae	family	23	0	25	3	0	0	1	0	22	9	0	40	21	0
3379	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Nevskiales;order;Steroidobacteraceae;family;Povalibacter;genus;	Povalibacter	genus	13	0	8	2	0	0	0	0	10	5	0	20	10	0
-3531	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Nevskiales;order;Steroidobacteraceae;family;unclassified_Steroidobacteraceae;;	unclassified_Steroidobacteraceae		10	0	17	1	0	0	1	0	12	4	0	20	11	0
1827	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Nevskiales;order;Nevskiaceae;family;	Nevskiaceae	family	0	0	5	4	0	0	0	0	0	0	3	0	0	0
1830	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Nevskiales;order;Nevskiaceae;family;Nevskia;genus;	Nevskia	genus	0	0	1	0	0	0	0	0	0	0	2	0	0	0
-1828	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Nevskiales;order;Nevskiaceae;family;unclassified_Nevskiaceae;;	unclassified_Nevskiaceae		0	0	4	4	0	0	0	0	0	0	0	0	0	0
3531	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Nevskiales;order;Nevskiaceae;family;Stenotrophobium;genus;	Stenotrophobium	genus	0	0	0	0	0	0	0	0	0	0	1	0	0	0
-1788	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Nevskiales;order;unclassified_Nevskiales;;	unclassified_Nevskiales		0	0	1	2	0	0	0	0	0	0	0	0	0	0
1616	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Enterobacterales;order;	Enterobacterales	order	1	3	0	0	0	0	0	0	0	0	67	0	0	0
1617	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Enterobacterales;order;Enterobacteriaceae;family;	Enterobacteriaceae	family	1	3	0	0	0	0	0	0	0	0	7	0	0	0
1637	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Enterobacterales;order;Enterobacteriaceae;family;Klebsiella;genus;	Klebsiella	genus	1	3	0	0	0	0	0	0	0	0	7	0	0	0
-1617	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Enterobacterales;order;unclassified_Enterobacterales;;	unclassified_Enterobacterales		0	0	0	0	0	0	0	0	0	0	60	0	0	0
-1502	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;unclassified_Gammaproteobacteria;;	unclassified_Gammaproteobacteria		18	79	131	93	16	96	14	80	56	68	461	170	90	127
1762	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Pseudomonadales;order;	Pseudomonadales	order	0	44	2	2	0	0	2	4	5	0	9	0	0	1
1772	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Pseudomonadales;order;Pseudomonadaceae;family;	Pseudomonadaceae	family	0	43	2	2	0	0	1	4	1	0	9	0	0	1
1781	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Pseudomonadales;order;Pseudomonadaceae;family;Pseudomonas;genus;	Pseudomonas	genus	0	43	2	2	0	0	1	3	1	0	9	0	0	1
