taxid	lineage	name	rank	mgm4575333	mgm4575334	mgm4575335	mgm4575336	mgm4575339	mgm4575340	mgm4575341	mgm4575342	mgm4575343	mgm4575344	mgm4575345	mgm4575346	mgm4575347	mgm4575348
-722	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Ktedonobacteria;class;unclassified_Ktedonobacteria;;	unclassified_Ktedonobacteria		0	0	1	0	0	0	0	0	0	0	0	0	0	12
695	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Anaerolineae;class;	Anaerolineae	class	0	1	2	1	0	0	0	0	0	0	0	1	0	10
-696	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Anaerolineae;class;unclassified_Anaerolineae;;	unclassified_Anaerolineae		0	1	2	1	0	0	0	0	0	0	0	1	0	0
696	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Anaerolineae;class;Anaerolineales;order;	Anaerolineales	order	0	0	0	0	0	0	0	0	0	0	0	0	0	10
697	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Anaerolineae;class;Anaerolineales;order;Anaerolineaceae;family;	Anaerolineaceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	10
-698	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Anaerolineae;class;Anaerolineales;order;Anaerolineaceae;family;unclassified_Anaerolineaceae;;	unclassified_Anaerolineaceae		0	0	0	0	0	0	0	0	0	0	0	0	0	10
707	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Chloroflexia;class;	Chloroflexia	class	0	0	0	0	0	0	0	0	0	2	0	0	0	0
3218	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Chloroflexia;class;Kallotenuales;order;	Kallotenuales	order	0	0	0	0	0	0	0	0	0	2	0	0	0	0
3219	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Chloroflexia;class;Kallotenuales;order;Kallotenuaceae;family;	Kallotenuaceae	family	0	0	0	0	0	0	0	0	0	2	0	0	0	0
3220	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Chloroflexia;class;Kallotenuales;order;Kallotenuaceae;family;Kallotenue;genus;	Kallotenue	genus	0	0	0	0	0	0	0	0	0	2	0	0	0	0
730	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Thermomicrobia;class;	Thermomicrobia	class	0	0	0	0	0	0	0	0	0	1	0	0	0	0
734	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Thermomicrobia;class;Sphaerobacteridae;subclass;	Sphaerobacteridae	subclass	0	0	0	0	0	0	0	0	0	1	0	0	0	0
735	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Thermomicrobia;class;Sphaerobacteridae;subclass;Sphaerobacterales;order;	Sphaerobacterales	order	0	0	0	0	0	0	0	0	0	1	0	0	0	0
736	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Thermomicrobia;class;Sphaerobacteridae;subclass;Sphaerobacterales;order;Sphaerobacterineae;suborder;	Sphaerobacterineae	suborder	0	0	0	0	0	0	0	0	0	1	0	0	0	0
737	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Thermomicrobia;class;Sphaerobacteridae;subclass;Sphaerobacterales;order;Sphaerobacterineae;suborder;Sphaerobacteraceae;family;	Sphaerobacteraceae	family	0	0	0	0	0	0	0	0	0	1	0	0	0	0
738	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Thermomicrobia;class;Sphaerobacteridae;subclass;Sphaerobacterales;order;Sphaerobacterineae;suborder;Sphaerobacteraceae;family;Sphaerobacter;genus;	Sphaerobacter	genus	0	0	0	0	0	0	0	0	0	1	0	0	0	0
2684	Root;rootrank;Bacteria;domain;Cyanobacteria/Chloroplast;phylum;	Cyanobacteria/Chloroplast	phylum	2	4	0	1	2	0	47	2609	0	1588	2	1086	160	0
2713	Root;rootrank;Bacteria;domain;Cyanobacteria/Chloroplast;phylum;Chloroplast;class;	Chloroplast	class	2	3	0	1	2	0	6	30	0	103	2	14	6	0
2714	Root;rootrank;Bacteria;domain;Cyanobacteria/Chloroplast;phylum;Chloroplast;class;Chloroplast;family;	Chloroplast	family	2	3	0	1	2	0	6	30	0	103	2	14	6	0
2721	Root;rootrank;Bacteria;domain;Cyanobacteria/Chloroplast;phylum;Chloroplast;class;Chloroplast;family;Streptophyta;genus;	Streptophyta	genus	1	2	0	1	0	0	0	0	0	0	2	5	0	0
-2715	Root;rootrank;Bacteria;domain;Cyanobacteria/Chloroplast;phylum;Chloroplast;class;Chloroplast;family;unclassified_Chloroplast;;	unclassified_Chloroplast		1	0	0	0	0	0	2	20	0	0	0	1	0	0
2715	Root;rootrank;Bacteria;domain;Cyanobacteria/Chloroplast;phylum;Chloroplast;class;Chloroplast;family;Bacillariophyta;genus;	Bacillariophyta	genus	0	1	0	0	2	0	3	10	0	102	0	8	6	0
2718	Root;rootrank;Bacteria;domain;Cyanobacteria/Chloroplast;phylum;Chloroplast;class;Chloroplast;family;Chlorophyta;genus;	Chlorophyta	genus	0	0	0	0	0	0	1	0	0	1	0	0	0	0
2685	Root;rootrank;Bacteria;domain;Cyanobacteria/Chloroplast;phylum;Cyanobacteria;class;	Cyanobacteria	class	0	1	0	0	0	0	36	2559	0	1482	0	1072	153	0
2686	Root;rootrank;Bacteria;domain;Cyanobacteria/Chloroplast;phylum;Cyanobacteria;class;Family I;family;	Family I	family	0	1	0	0	0	0	2	0	0	15	0	11	2	0
-2687	Root;rootrank;Bacteria;domain;Cyanobacteria/Chloroplast;phylum;Cyanobacteria;class;Family I;family;unclassified_Family I;;	unclassified_Family I		0	1	0	0	0	0	0	0	0	2	0	2	0	0
4154	Root;rootrank;Bacteria;domain;Cyanobacteria/Chloroplast;phylum;Cyanobacteria;class;Family I;family;Crinalium;genus;	Crinalium	genus	0	0	0	0	0	0	2	0	0	3	0	0	0	0
4000	Root;rootrank;Bacteria;domain;Cyanobacteria/Chloroplast;phylum;Cyanobacteria;class;Family I;family;Halotia;genus;	Halotia	genus	0	0	0	0	0	0	0	0	0	6	0	1	0	0
2687	Root;rootrank;Bacteria;domain;Cyanobacteria/Chloroplast;phylum;Cyanobacteria;class;Family I;family;GpI;genus;	GpI	genus	0	0	0	0	0	0	0	0	0	4	0	8	1	0
4090	Root;rootrank;Bacteria;domain;Cyanobacteria/Chloroplast;phylum;Cyanobacteria;class;Family I;family;Aliterella;genus;	Aliterella	genus	0	0	0	0	0	0	0	0	0	0	0	0	1	0
-2686	Root;rootrank;Bacteria;domain;Cyanobacteria/Chloroplast;phylum;Cyanobacteria;class;unclassified_Cyanobacteria;;	unclassified_Cyanobacteria		0	0	0	0	0	0	34	2559	0	1467	0	1061	151	0
-2685	Root;rootrank;Bacteria;domain;Cyanobacteria/Chloroplast;phylum;unclassified_Cyanobacteria/Chloroplast;;	unclassified_Cyanobacteria/Chloroplast		0	0	0	0	0	0	5	20	0	3	0	0	1	0
-2	Root;rootrank;Bacteria;domain;unclassified_Bacteria;;	unclassified_Bacteria		2469	2415	2375	2018	3029	6066	2473	1135	1770	2545	1964	2513	2751	2177
2140	Root;rootrank;Bacteria;domain;Parcubacteria;phylum;	Parcubacteria	phylum	0	4	0	1	0	2	0	0	0	0	0	1	0	3
2141	Root;rootrank;Bacteria;domain;Parcubacteria;phylum;Parcubacteria_genera_incertae_sedis;genus;	Parcubacteria_genera_incertae_sedis	genus	0	4	0	1	0	2	0	0	0	0	0	1	0	3
2745	Root;rootrank;Bacteria;domain;candidate division WPS-2;phylum;	candidate division WPS-2	phylum	0	0	1	1	0	0	0	0	0	0	0	0	0	2
2747	Root;rootrank;Bacteria;domain;candidate division WPS-2;phylum;WPS-2_genera_incertae_sedis;genus;	WPS-2_genera_incertae_sedis	genus	0	0	1	1	0	0	0	0	0	0	0	0	0	2
2138	Root;rootrank;Bacteria;domain;BRC1;phylum;	BRC1	phylum	0	0	0	0	28	1	1	0	0	1	0	0	0	1
2139	Root;rootrank;Bacteria;domain;BRC1;phylum;BRC1_genera_incertae_sedis;genus;	BRC1_genera_incertae_sedis	genus	0	0	0	0	28	1	1	0	0	1	0	0	0	1
4524	Root;rootrank;Bacteria;domain;Abditibacteriota;phylum;	Abditibacteriota	phylum	0	0	0	0	1	4	0	3	0	8	0	5	2	0
4525	Root;rootrank;Bacteria;domain;Abditibacteriota;phylum;Abditibacteria;class;	Abditibacteria	class	0	0	0	0	1	4	0	3	0	8	0	5	2	0
4526	Root;rootrank;Bacteria;domain;Abditibacteriota;phylum;Abditibacteria;class;Abditibacteriales;order;	Abditibacteriales	order	0	0	0	0	1	4	0	3	0	8	0	5	2	0
4527	Root;rootrank;Bacteria;domain;Abditibacteriota;phylum;Abditibacteria;class;Abditibacteriales;order;Abditibacteriaceae;family;	Abditibacteriaceae	family	0	0	0	0	1	4	0	3	0	8	0	5	2	0
4528	Root;rootrank;Bacteria;domain;Abditibacteriota;phylum;Abditibacteria;class;Abditibacteriales;order;Abditibacteriaceae;family;Abditibacterium;genus;	Abditibacterium	genus	0	0	0	0	1	4	0	3	0	8	0	5	2	0
758	Root;rootrank;Bacteria;domain;Deinococcus-Thermus;phylum;	Deinococcus-Thermus	phylum	0	0	0	0	1	34	1	0	0	2	0	2	2	0
759	Root;rootrank;Bacteria;domain;Deinococcus-Thermus;phylum;Deinococci;class;	Deinococci	class	0	0	0	0	1	34	1	0	0	2	0	2	2	0
4044	Root;rootrank;Bacteria;domain;Deinococcus-Thermus;phylum;Deinococci;class;Trueperales;order;	Trueperales	order	0	0	0	0	1	33	0	0	0	0	0	0	0	0
765	Root;rootrank;Bacteria;domain;Deinococcus-Thermus;phylum;Deinococci;class;Trueperales;order;Trueperaceae;family;	Trueperaceae	family	0	0	0	0	1	33	0	0	0	0	0	0	0	0
766	Root;rootrank;Bacteria;domain;Deinococcus-Thermus;phylum;Deinococci;class;Trueperales;order;Trueperaceae;family;Truepera;genus;	Truepera	genus	0	0	0	0	1	33	0	0	0	0	0	0	0	0
-760	Root;rootrank;Bacteria;domain;Deinococcus-Thermus;phylum;Deinococci;class;unclassified_Deinococci;;	unclassified_Deinococci		0	0	0	0	0	1	1	0	0	0	0	0	0	0
760	Root;rootrank;Bacteria;domain;Deinococcus-Thermus;phylum;Deinococci;class;Deinococcales;order;	Deinococcales	order	0	0	0	0	0	0	0	0	0	2	0	2	2	0
761	Root;rootrank;Bacteria;domain;Deinococcus-Thermus;phylum;Deinococci;class;Deinococcales;order;Deinococcaceae;family;	Deinococcaceae	family	0	0	0	0	0	0	0	0	0	2	0	2	2	0
764	Root;rootrank;Bacteria;domain;Deinococcus-Thermus;phylum;Deinococci;class;Deinococcales;order;Deinococcaceae;family;Deinococcus;genus;	Deinococcus	genus	0	0	0	0	0	0	0	0	0	1	0	2	2	0
-762	Root;rootrank;Bacteria;domain;Deinococcus-Thermus;phylum;Deinococci;class;Deinococcales;order;Deinococcaceae;family;unclassified_Deinococcaceae;;	unclassified_Deinococcaceae		0	0	0	0	0	0	0	0	0	1	0	0	0	0
2146	Root;rootrank;Bacteria;domain;Candidatus Saccharibacteria;phylum;	Candidatus Saccharibacteria	phylum	0	0	0	0	0	3	2	0	0	0	0	0	0	0
2147	Root;rootrank;Bacteria;domain;Candidatus Saccharibacteria;phylum;Saccharibacteria_genera_incertae_sedis;genus;	Saccharibacteria_genera_incertae_sedis	genus	0	0	0	0	0	3	2	0	0	0	0	0	0	0
3758	Root;rootrank;Bacteria;domain;Rhodothermaeota;phylum;	Rhodothermaeota	phylum	0	0	0	0	0	5	2	8	0	0	0	1	0	0
3759	Root;rootrank;Bacteria;domain;Rhodothermaeota;phylum;Rhodothermia;class;	Rhodothermia	class	0	0	0	0	0	5	2	8	0	0	0	1	0	0
3760	Root;rootrank;Bacteria;domain;Rhodothermaeota;phylum;Rhodothermia;class;Rhodothermales;order;	Rhodothermales	order	0	0	0	0	0	5	2	8	0	0	0	1	0	0
3761	Root;rootrank;Bacteria;domain;Rhodothermaeota;phylum;Rhodothermia;class;Rhodothermales;order;Rubricoccaceae;family;	Rubricoccaceae	family	0	0	0	0	0	1	0	7	0	0	0	0	0	0
3209	Root;rootrank;Bacteria;domain;Rhodothermaeota;phylum;Rhodothermia;class;Rhodothermales;order;Rubricoccaceae;family;Rubrivirga;genus;	Rubrivirga	genus	0	0	0	0	0	1	0	7	0	0	0	0	0	0
-3761	Root;rootrank;Bacteria;domain;Rhodothermaeota;phylum;Rhodothermia;class;Rhodothermales;order;unclassified_Rhodothermales;;	unclassified_Rhodothermales		0	0	0	0	0	4	2	1	0	0	0	1	0	0
-1	Root;rootrank;unclassified_Root;;	unclassified_Root		25	12	47	13	8	5	60	4	5	12	13	9	2	16
4476	Root;rootrank;Eukaryota;domain;	Eukaryota	domain	0	0	0	0	0	0	0	0	0	1	0	0	0	0
4477	Root;rootrank;Eukaryota;domain;Plantae;phylum;	Plantae	phylum	0	0	0	0	0	0	0	0	0	1	0	0	0	0
4478	Root;rootrank;Eukaryota;domain;Plantae;phylum;Liliopsida;class;	Liliopsida	class	0	0	0	0	0	0	0	0	0	1	0	0	0	0
4479	Root;rootrank;Eukaryota;domain;Plantae;phylum;Liliopsida;class;Poales;order;	Poales	order	0	0	0	0	0	0	0	0	0	1	0	0	0	0
4480	Root;rootrank;Eukaryota;domain;Plantae;phylum;Liliopsida;class;Poales;order;Poaceae;family;	Poaceae	family	0	0	0	0	0	0	0	0	0	1	0	0	0	0
4481	Root;rootrank;Eukaryota;domain;Plantae;phylum;Liliopsida;class;Poales;order;Poaceae;family;Zea;genus;	Zea	genus	0	0	0	0	0	0	0	0	0	1	0	0	0	0
