study,envirotype,lineage,sample,Run,groupby,group,Eh,Eh7,ZC
OFY+19,Hot Spring,Archaea,1405_UN_A1_M,1405_UN_A1_M,Type,Hot Spring,-127,-419.4,-0.215281
OFY+19,Hot Spring,Archaea,1405_UN_A1_S,1405_UN_A1_S,Type,Hot Spring,-102,-387.3,-0.2151
OFY+19,Hot Spring,Archaea,1405_UN_A2_D,1405_UN_A2_D,Type,Hot Spring,-23,-299.5,-0.199098
OFY+19,Hot Spring,Archaea,1405_UN_A2_M,1405_UN_A2_M,Type,Hot Spring,-18,-282.1,-0.199256
OFY+19,Hot Spring,Archaea,1405_UN_A2_S,1405_UN_A2_S,Type,Hot Spring,223,-23.5,-0.193469
OFY+19,Hot Spring,Archaea,1405_UN_B1,1405_UN_B1,Type,Hot Spring,-140,-383.3,-0.230287
OFY+19,Hot Spring,Archaea,1405_UN_B2,1405_UN_B2,Type,Hot Spring,-88,-442.4,-0.215645
OFY+19,Hot Spring,Archaea,1405_UN_B3,1405_UN_B3,Type,Hot Spring,426,193.8,-0.211847
OFY+19,Hot Spring,Archaea,1405_UN_B4,1405_UN_B4,Type,Hot Spring,-87,-358.3,-0.213937
OFY+19,Hot Spring,Archaea,1405_UN_B7,1405_UN_B7,Type,Hot Spring,-218,-358.2,-0.194035
OFY+19,Hot Spring,Archaea,1405_UN_B8,1405_UN_B8,Type,Hot Spring,-102,-348.1,-0.214301
OFY+19,Hot Spring,Archaea,1405_UN_R2,1405_UN_R2,Type,Hot Spring,-130,-353.6,-0.19946
OFY+19,Hot Spring,Archaea,1505_UN_A1_S,1505_UN_A1_S,Type,Hot Spring,-54,-169.8,-0.206432
OFY+19,Hot Spring,Archaea,1505_UN_B1,1505_UN_B1,Type,Hot Spring,-148,-268.7,-0.218641
OFY+19,Hot Spring,Archaea,1505_UN_B2,1505_UN_B2,Type,Hot Spring,-133,-228.9,-0.206707
OFY+19,Hot Spring,Archaea,1505_UN_B3,1505_UN_B3,Type,Hot Spring,-90,-228.9,-0.215858
OFY+19,Hot Spring,Archaea,1505_UN_B4,1505_UN_B4,Type,Hot Spring,-121,-261.6,-0.202625
OFY+19,Hot Spring,Archaea,1505_UN_B6,1505_UN_B6,Type,Hot Spring,-33,-123.5,-0.208908
OFY+19,Hot Spring,Archaea,1505_UN_B7,1505_UN_B7,Type,Hot Spring,206,68.8,-0.217298
OFY+19,Hot Spring,Archaea,1505_UN_B8,1505_UN_B8,Type,Hot Spring,-123,-258.6,-0.2084
OFY+19,Hot Spring,Archaea,1505_UN_C1,1505_UN_C1,Type,Hot Spring,140,-10.6,-0.200917
OFY+19,Hot Spring,Archaea,1505_UN_C2,1505_UN_C2,Type,Hot Spring,-118,-290.2,-0.214954
OFY+19,Hot Spring,Archaea,1505_UN_C3,1505_UN_C3,Type,Hot Spring,-125,-285,-0.217797
OFY+19,Hot Spring,Archaea,1505_UN_C4,1505_UN_C4,Type,Hot Spring,-174,-366.5,-0.213524
OFY+19,Hot Spring,Archaea,1505_UN_C5,1505_UN_C5,Type,Hot Spring,-62,-222,-0.207256
OFY+19,Hot Spring,Archaea,1505_UN_R1,1505_UN_R1,Type,Hot Spring,277,205.7,-0.185778
OFY+19,Hot Spring,Archaea,1505_UN_R2,1505_UN_R2,Type,Hot Spring,108,33.4,-0.212612
OFY+19,Hot Spring,Archaea,1511_UN_A1_C,1511_UN_A1_C,Type,Hot Spring,-130,-266,-0.214115
OFY+19,Hot Spring,Archaea,1511_UN_A1_D,1511_UN_A1_D,Type,Hot Spring,18,-86.2,-0.207519
OFY+19,Hot Spring,Archaea,1511_UN_A1_M,1511_UN_A1_M,Type,Hot Spring,55,-40.1,-0.206183
OFY+19,Hot Spring,Archaea,1511_UN_A1_S,1511_UN_A1_S,Type,Hot Spring,145,53.2,-0.205275
OFY+19,Hot Spring,Archaea,1511_UN_A2_C,1511_UN_A2_C,Type,Hot Spring,-89,-334.1,-0.224669
OFY+19,Hot Spring,Archaea,1511_UN_A2_D,1511_UN_A2_D,Type,Hot Spring,-68,-226.4,-0.213894
OFY+19,Hot Spring,Archaea,1511_UN_A2_M,1511_UN_A2_M,Type,Hot Spring,-41,-188.7,-0.21606
OFY+19,Hot Spring,Archaea,1511_UN_A2_S,1511_UN_A2_S,Type,Hot Spring,10,-94.2,-0.209491
OFY+19,Hot Spring,Archaea,1511_UN_B1,1511_UN_B1,Type,Hot Spring,135,-26.8,-0.207139
OFY+19,Hot Spring,Archaea,1511_UN_B2,1511_UN_B2,Type,Hot Spring,449,253.3,-0.21742
OFY+19,Hot Spring,Archaea,1511_UN_B3,1511_UN_B3,Type,Hot Spring,309,117.9,-0.214991
OFY+19,Hot Spring,Archaea,1511_UN_B4_C,1511_UN_B4_C,Type,Hot Spring,-50,-294.6,-0.214613
OFY+19,Hot Spring,Archaea,1511_UN_B4_S,1511_UN_B4_S,Type,Hot Spring,151,-38.4,-0.210584
OFY+19,Hot Spring,Archaea,1511_UN_C1,1511_UN_C1,Type,Hot Spring,-108,-339.4,-0.21316
OFY+19,Hot Spring,Archaea,1511_UN_D1,1511_UN_D1,Type,Hot Spring,413,200.3,-0.197216
OFY+19,Hot Spring,Archaea,1511_UN_D3,1511_UN_D3,Type,Hot Spring,-121,-280,-0.212385
OFY+19,Hot Spring,Archaea,1511_UN_D4_C,1511_UN_D4_C,Type,Hot Spring,-96,-365,-0.221998
OFY+19,Hot Spring,Archaea,1511_UN_D4_S,1511_UN_D4_S,Type,Hot Spring,276,125.9,-0.221862
OFY+19,Hot Spring,Archaea,1511_UN_R3,1511_UN_R3,Type,Hot Spring,-113,-301.2,-0.199417
OFY+19,Hot Spring,Archaea,1612_UN_A1_1,1612_UN_A1_1,Type,Hot Spring,-234,-356.9,-0.195872
OFY+19,Hot Spring,Archaea,1612_UN_A1_2,1612_UN_A1_2,Type,Hot Spring,-201,-331,-0.217983
OFY+19,Hot Spring,Archaea,1612_UN_A1_3,1612_UN_A1_3,Type,Hot Spring,-185,-327.9,-0.217309
OFY+19,Hot Spring,Archaea,1612_UN_A1_4,1612_UN_A1_4,Type,Hot Spring,-150,-288.7,-0.216999
OFY+19,Hot Spring,Archaea,1612_UN_A1_5,1612_UN_A1_5,Type,Hot Spring,-239,-451.2,-0.208021
OFY+19,Hot Spring,Archaea,1612_UN_B1,1612_UN_B1,Type,Hot Spring,164,-152.4,-0.211749
OFY+19,Hot Spring,Archaea,1612_UN_B7_1,1612_UN_B7_1,Type,Hot Spring,-160,-269.3,-0.214319
OFY+19,Hot Spring,Archaea,1612_UN_B7_3,1612_UN_B7_3,Type,Hot Spring,-262,-396.1,-0.213478
OFY+19,Hot Spring,Archaea,1612_UN_B7_4,1612_UN_B7_4,Type,Hot Spring,-92,-251.6,-0.213815
OFY+19,Hot Spring,Archaea,1612_UN_B7_5,1612_UN_B7_5,Type,Hot Spring,-60,-286.6,-0.217217
OFY+19,Hot Spring,Archaea,1612_UN_B9_1,1612_UN_B9_1,Type,Hot Spring,-100,-339.4,-0.211603
OFY+19,Hot Spring,Archaea,1612_UN_B9_2,1612_UN_B9_2,Type,Hot Spring,-51,-279.1,-0.217303
OFY+19,Hot Spring,Archaea,1612_UN_B9_3,1612_UN_B9_3,Type,Hot Spring,-40,-264.1,-0.210891
OFY+19,Hot Spring,Archaea,1612_UN_B9_4,1612_UN_B9_4,Type,Hot Spring,-17,-191.3,-0.207715
OFY+19,Hot Spring,Archaea,1612_UN_B9_5,1612_UN_B9_5,Type,Hot Spring,155,22.7,-0.188545
OFY+19,Hot Spring,Archaea,1612_UN_E1,1612_UN_E1,Type,Hot Spring,-157,-369.9,-0.215748
OFY+19,Hot Spring,Archaea,1612_UN_E2,1612_UN_E2,Type,Hot Spring,151,-78.5,-0.198874
OFY+19,Hot Spring,Archaea,1612_KR_A1,1612_KR_A1,Type,Hot Spring,310,12.2,-0.214594
OFY+19,Hot Spring,Archaea,1612_KR_A2,1612_KR_A2,Type,Hot Spring,-23,-325.7,-0.207411
OFY+19,Hot Spring,Archaea,1612_KR_A3,1612_KR_A3,Type,Hot Spring,-13,-320.9,-0.21511
OFY+19,Hot Spring,Archaea,1612_KR_B1,1612_KR_B1,Type,Hot Spring,-41,-315,-0.214092
OFY+19,Hot Spring,Archaea,1612_KR_B2,1612_KR_B2,Type,Hot Spring,262,-35,-0.212182
OFY+19,Hot Spring,Archaea,1612_KR_C1,1612_KR_C1,Type,Hot Spring,0,-328.6,-0.221557
OFY+19,Hot Spring,Archaea,1612_KR_C2,1612_KR_C2,Type,Hot Spring,-45,-348,-0.214358
OFY+19,Hot Spring,Archaea,1612_KR_D1,1612_KR_D1,Type,Hot Spring,-179,-430.2,-0.220039
OFY+19,Hot Spring,Archaea,1612_KR_D2,1612_KR_D2,Type,Hot Spring,-80,-334.4,-0.205465
OFY+19,Hot Spring,Archaea,1612_KR_E1,1612_KR_E1,Type,Hot Spring,-134,-329.6,-0.206656
OFY+19,Hot Spring,Archaea,1703_KM_2-2,1703_KM_2-2,Type,Hot Spring,130,-166.2,-0.210928
OFY+19,Hot Spring,Archaea,1703_KM_4,1703_KM_4,Type,Hot Spring,157,-163.1,-0.205545
OFY+19,Hot Spring,Archaea,1703_KM_5,1703_KM_5,Type,Hot Spring,286,-3.3,-0.208059
OFY+19,Hot Spring,Archaea,1703_KM_6,1703_KM_6,Type,Hot Spring,-179,-274.6,-0.205181
OFY+19,Hot Spring,Archaea,1703_KM_7,1703_KM_7,Type,Hot Spring,40,-287.4,-0.214733
OFY+19,Hot Spring,Archaea,1703_KM_9,1703_KM_9,Type,Hot Spring,54,-250,-0.216025
OFY+19,Hot Spring,Archaea,1501_IZ_BZ05,1501_IZ_BZ05,Type,Hot Spring,-7,98.1,-0.22359
OFY+19,Hot Spring,Archaea,1501_IZ_BZ06,1501_IZ_BZ06,Type,Hot Spring,-22,82.7,-0.213878
OFY+19,Hot Spring,Archaea,1501_IZ_JD,1501_IZ_JD,Type,Drain,259,305.3,-0.207249
OFY+19,Hot Spring,Archaea,1501_IZ_JU,1501_IZ_JU,Type,Drain,156,211.8,-0.215078
OFY+19,Hot Spring,Archaea,1501_IZ_SM05,1501_IZ_SM05,Type,Hot Spring,81,141.1,-0.212104
OFY+19,Hot Spring,Archaea,1501_IZ_SM07,1501_IZ_SM07,Type,Hot Spring,94,180.3,-0.219319
OFY+19,Hot Spring,Archaea,1501_IZ_KD01,1501_IZ_KD01,Type,Hot Spring,-30,99.5,-0.215117
SBP+20,Alkaline Spring,Bacteria,N08C_DNA-D.20,SRR8650491,pH Group,< 10,-153,-69.4,-0.145313
SBP+20,Alkaline Spring,Bacteria,QV1_1_DNA-A.20,SRR8650492,pH Group,> 10,-234,26.1,-0.164211
SBP+20,Alkaline Spring,Bacteria,DNA-B_CSW13.20,SRR8650493,pH Group,> 10,-205,-24.5,-0.157223
SBP+20,Alkaline Spring,Bacteria,N08A_DNA-A.20,SRR8650494,pH Group,> 10,-250,-26.2,-0.157364
SBP+20,Alkaline Spring,Bacteria,N08A_DNA-B.20,SRR8650495,pH Group,> 10,-250,-26.2,-0.157049
SBP+20,Alkaline Spring,Bacteria,N-08B_DNA-A.20,SRR8650496,pH Group,> 10,-198,13.2,-0.15887
SBP+20,Alkaline Spring,Bacteria,N08B_DNA-B.20,SRR8650497,pH Group,> 10,-198,13.2,-0.159287
SBP+20,Alkaline Spring,Bacteria,N08C_DNA-A.20,SRR8650498,pH Group,< 10,-153,-69.4,-0.146934
SBP+20,Alkaline Spring,Bacteria,N08C_DNA-B.20,SRR8650499,pH Group,< 10,-153,-69.4,-0.145751
